latitude,longitude,pass_type,brightness_temp_19v
35.25,-9.5,descending,185.22667
35.25,-9.25,descending,185.01428
35.25,-9.0,descending,184.73999
35.25,-8.75,descending,184.852
35.25,-8.5,descending,185.30666
35.25,-8.25,descending,186.1375
35.25,-8.0,descending,186.34
35.25,-7.75,descending,185.805
35.25,-7.5,descending,185.6375
35.25,-7.25,descending,186.22333
35.25,-7.0,descending,186.81334
35.25,-6.75,descending,186.78333
35.25,-6.5,descending,189.48999
35.25,-6.25,descending,203.74333
35.25,-6.0,descending,227.84
35.25,-5.75,descending,257.94666
35.25,-5.5,descending,264.87
35.25,-5.25,descending,260.1133
35.25,-5.0,descending,253.155
35.25,-4.75,descending,236.98665
35.25,-4.5,descending,227.87
35.25,-4.25,descending,228.19499
35.25,-4.0,descending,232.05666
35.25,-3.75,descending,239.51001
35.25,-3.5,descending,236.44
35.25,-3.25,descending,238.71333
35.25,-3.0,descending,238.735
35.25,-2.75,descending,229.27
35.25,-2.5,descending,223.15999
35.25,-2.25,descending,220.06999
35.25,-2.0,descending,222.2
35.25,-1.75,descending,229.135
35.25,-1.5,descending,246.64333
35.25,-1.25,descending,259.77997
35.25,-1.0,descending,267.86667
35.25,-0.75,descending,269.985
35.25,-0.5,descending,272.31998
35.25,-0.25,descending,273.06
35.25,0.0,descending,252.9375
35.25,0.25,descending,272.78497
35.25,0.5,descending,272.26334
35.25,0.75,descending,271.88998
35.25,1.0,descending,271.26663
35.25,1.25,descending,270.57
35.25,1.5,descending,270.13998
35.25,1.75,descending,270.05
35.25,2.0,descending,270.54666
35.25,2.25,descending,271.75998
35.25,2.5,descending,272.3
35.25,2.75,descending,272.60333
35.25,3.0,descending,273.14664
35.25,3.25,descending,272.69
35.25,3.5,descending,271.04498
35.25,3.75,descending,271.00668
35.25,4.0,descending,271.58997
35.25,4.25,descending,272.55667
35.25,4.5,descending,271.925
35.25,4.75,descending,271.265
35.25,5.0,descending,273.145
35.25,5.25,descending,274.50668
35.25,5.5,descending,273.24
35.25,5.75,descending,271.54498
35.25,6.0,descending,271.25333
35.25,6.25,descending,271.025
35.25,6.5,descending,271.04333
35.25,6.75,descending,270.16748
35.25,7.0,descending,269.0175
35.25,7.25,descending,268.47498
35.25,7.5,descending,268.656
35.25,7.75,descending,269.49
35.25,8.0,descending,271.275
35.25,8.25,descending,272.89166
35.25,8.5,descending,273.41748
35.25,15.25,descending,184.8225
35.25,15.5,descending,184.8243
35.25,15.75,descending,184.926
35.25,16.0,descending,185.036
35.25,16.25,descending,185.1875
35.25,16.5,descending,185.2825
35.25,16.75,descending,185.375
35.25,17.0,descending,185.46
35.25,17.25,descending,185.51332
35.25,17.5,descending,185.53
35.25,17.75,descending,185.61
35.25,18.0,descending,185.84001
35.25,18.25,descending,186.14333
35.25,18.5,descending,186.3175
35.25,18.75,descending,186.23999
35.25,19.0,descending,186.21333
35.25,19.25,descending,186.24333
35.25,19.5,descending,186.31
35.25,19.75,descending,186.355
35.25,20.0,descending,186.34001
35.25,20.25,descending,186.34334
35.25,20.5,descending,186.30333
35.25,20.75,descending,186.245
35.25,21.0,descending,186.29333
35.25,21.25,descending,186.31334
35.25,21.5,descending,186.25
35.25,21.75,descending,186.21
35.25,22.0,descending,186.205
35.25,22.25,descending,186.34001
35.25,22.5,descending,186.51332
35.25,22.75,descending,186.51999
