latitude,longitude,pass_type,brightness_temp_37v
35.25,-13.0,ascending,211.71999
35.25,-12.75,ascending,211.92
35.25,-12.5,ascending,211.94666
35.25,-12.25,ascending,212.18333
35.25,-12.0,ascending,214.36665
35.25,-11.75,ascending,219.14
35.25,-11.5,ascending,218.25334
35.25,-11.25,ascending,213.23332
35.25,-11.0,ascending,211.245
35.25,-10.75,ascending,210.92334
35.25,-10.5,ascending,210.54333
35.25,-10.25,ascending,210.28499
35.25,-10.0,ascending,211.02333
35.25,-9.75,ascending,212.155
35.25,-9.5,ascending,211.855
35.25,-9.25,ascending,210.66333
35.25,-9.0,ascending,210.02249
35.25,-8.75,ascending,209.805
35.25,-8.5,ascending,209.59799
35.25,-8.25,ascending,209.476
35.25,-8.0,ascending,209.62166
35.25,-7.75,ascending,209.825
35.25,-7.5,ascending,209.99666
35.25,-0.75,ascending,268.375
35.25,-0.5,ascending,270.895
35.25,-0.25,ascending,273.358
35.25,0.0,ascending,274.605
35.25,0.25,ascending,275.4125
35.25,0.5,ascending,275.59
35.25,0.75,ascending,275.12
35.25,1.0,ascending,274.0
35.25,1.25,ascending,272.53
35.25,1.5,ascending,271.40665
35.25,1.75,ascending,270.775
35.25,2.0,ascending,270.94333
35.25,2.25,ascending,271.39664
35.25,2.5,ascending,272.125
35.25,2.75,ascending,272.72336
35.25,3.0,ascending,273.41333
35.25,3.25,ascending,273.77332
35.25,3.5,ascending,273.10333
35.25,3.75,ascending,272.77664
35.25,4.0,ascending,273.49
35.25,4.25,ascending,273.61
35.25,4.5,ascending,273.29333
35.25,4.75,ascending,270.1
35.25,5.0,ascending,268.065
35.25,5.25,ascending,270.14
35.25,5.5,ascending,271.78998
35.25,5.75,ascending,271.15665
35.25,6.0,ascending,270.27
35.25,6.25,ascending,270.56
35.25,6.5,ascending,271.50668
35.25,6.75,ascending,272.11
35.25,7.0,ascending,271.08502
35.25,7.25,ascending,269.6433
35.25,7.5,ascending,270.71335
35.25,7.75,ascending,272.36
35.25,8.0,ascending,273.66
35.25,8.25,ascending,275.115
35.25,8.5,ascending,276.31332
35.25,8.75,ascending,276.78998
35.25,9.0,ascending,277.09
35.25,9.25,ascending,277.79
35.25,9.5,ascending,278.72665
35.25,9.75,ascending,279.46
35.25,10.0,ascending,280.21
35.25,10.25,ascending,279.00668
35.25,10.5,ascending,272.77664
35.25,10.75,ascending,264.66498
35.25,11.0,ascending,244.59666
35.25,11.25,ascending,219.39499
35.25,11.5,ascending,209.91501
