latitude,longitude,pass_type,brightness_temp_19v
35.25,-13.0,ascending,194.005
35.25,-12.75,ascending,193.765
35.25,-12.5,ascending,193.67
35.25,-12.25,ascending,193.855
35.25,-12.0,ascending,194.04333
35.25,-11.75,ascending,194.225
35.25,-11.5,ascending,194.48999
35.25,-11.25,ascending,194.95499
35.25,-11.0,ascending,195.40332
35.25,-10.75,ascending,195.745
35.25,-10.5,ascending,195.775
35.25,-10.25,ascending,195.70667
35.25,-10.0,ascending,195.75
35.25,-9.75,ascending,195.61499
35.25,-9.5,ascending,195.60667
35.25,-9.25,ascending,195.86499
35.25,-9.0,ascending,195.94
35.25,-8.75,ascending,195.64667
35.25,-8.5,ascending,194.62
35.25,-8.25,ascending,193.56
35.25,-8.0,ascending,192.62666
35.25,-7.75,ascending,192.06999
35.25,-7.5,ascending,192.15001
35.25,-7.25,ascending,192.22
35.25,-7.0,ascending,192.025
35.25,-6.75,ascending,191.39998
35.25,-6.5,ascending,192.88666
35.25,-6.25,ascending,205.73999
35.25,-6.0,ascending,240.75334
35.25,-5.75,ascending,280.62668
35.25,-5.5,ascending,282.02664
35.25,-5.25,ascending,260.25665
35.25,-5.0,ascending,235.48999
35.25,-4.75,ascending,216.15001
35.25,-4.5,ascending,207.36249
35.25,-4.25,ascending,204.87
35.25,-4.0,ascending,206.41249
35.25,-3.75,ascending,208.03333
35.25,-3.5,ascending,209.9375
35.25,-3.25,ascending,211.5325
35.25,-3.0,ascending,211.56
35.25,-2.75,ascending,206.2
35.25,-2.5,ascending,201.50667
35.25,-2.25,ascending,200.648
35.25,-2.0,ascending,203.488
35.25,-1.75,ascending,210.915
35.25,-1.5,ascending,235.71544
35.25,5.5,ascending,299.40125
35.25,5.75,ascending,297.97
35.25,6.0,ascending,296.78
35.25,6.25,ascending,296.61798
35.25,6.5,ascending,297.636
35.25,6.75,ascending,298.50333
35.25,7.0,ascending,299.18
35.25,7.25,ascending,299.06332
35.25,7.5,ascending,298.65
35.25,7.75,ascending,297.755
35.25,8.0,ascending,297.54248
35.25,8.25,ascending,298.0
35.25,8.5,ascending,298.65497
35.25,8.75,ascending,298.95502
35.25,9.0,ascending,299.50333
35.25,9.25,ascending,300.28
35.25,9.5,ascending,301.08
35.25,9.75,ascending,301.99
35.25,10.0,ascending,303.26498
35.25,10.25,ascending,303.65665
35.25,10.5,ascending,301.74667
35.25,10.75,ascending,295.985
35.25,11.0,ascending,275.47
35.25,11.25,ascending,232.28667
35.25,11.5,ascending,207.44499
35.25,11.75,ascending,201.09666
35.25,12.0,ascending,200.31499
35.25,12.25,ascending,200.80666
35.25,12.5,ascending,201.63
35.25,12.75,ascending,202.10332
35.25,13.0,ascending,201.85
35.25,13.25,ascending,201.23
35.25,13.5,ascending,200.00499
35.25,13.75,ascending,197.97
35.25,14.0,ascending,196.825
35.25,14.25,ascending,196.03333
35.25,14.5,ascending,196.51
35.25,14.75,ascending,196.40666
35.25,15.0,ascending,194.92
35.25,15.25,ascending,193.59999
35.25,15.5,ascending,193.315
35.25,15.75,ascending,194.05666
35.25,16.0,ascending,194.79
35.25,16.25,ascending,195.35667
35.25,16.5,ascending,195.97667
35.25,16.75,ascending,196.28
35.25,17.0,ascending,196.54668
35.25,17.25,ascending,196.91
35.25,17.5,ascending,197.28667
35.25,17.75,ascending,198.01
35.25,18.0,ascending,198.595
35.25,18.25,ascending,198.97667
35.25,18.5,ascending,199.25
35.25,18.75,ascending,199.45999
35.25,19.0,ascending,199.74333
35.25,19.25,ascending,200.09
35.25,19.5,ascending,200.925
35.25,19.75,ascending,201.26
35.25,20.0,ascending,200.86333
