latitude,longitude,pass_type,brightness_temp_19v
35.25,-13.0,descending,199.48999
35.25,-12.75,descending,199.146
35.25,-12.5,descending,198.81665
35.25,-12.25,descending,198.47667
35.25,-12.0,descending,198.07332
35.25,-11.75,descending,197.77
35.25,-11.5,descending,197.29333
35.25,-11.25,descending,196.79668
35.25,-11.0,descending,196.22499
35.25,-10.75,descending,196.01332
35.25,-10.5,descending,196.11499
35.25,-10.25,descending,196.05333
35.25,-10.0,descending,195.88998
35.25,-9.75,descending,195.95332
35.25,-9.5,descending,195.91667
35.25,-9.25,descending,195.7
35.25,-9.0,descending,195.21666
35.25,-8.75,descending,194.48999
35.25,-8.5,descending,193.62666
35.25,-8.25,descending,192.60999
35.25,-8.0,descending,191.81
35.25,-7.75,descending,191.56
35.25,-7.5,descending,191.51666
35.25,-7.25,descending,191.51999
35.25,-7.0,descending,191.61665
35.25,-6.75,descending,192.26
35.25,-6.5,descending,197.83667
35.25,-6.25,descending,221.62
35.25,-6.0,descending,262.3
35.25,-5.75,descending,271.66998
35.25,-5.5,descending,270.89667
35.25,-5.25,descending,267.22998
35.25,-5.0,descending,251.0
35.25,-4.75,descending,243.62
35.25,-4.5,descending,232.07999
35.25,-4.25,descending,236.34
35.25,-4.0,descending,242.56665
35.25,-3.75,descending,246.45499
35.25,-3.5,descending,240.29999
35.25,-3.25,descending,240.51999
35.25,-3.0,descending,239.3
35.25,-2.75,descending,230.04999
35.25,-2.5,descending,228.64333
35.25,-2.25,descending,231.66333
35.25,-2.0,descending,230.92
35.25,-1.75,descending,237.26
35.25,-1.5,descending,252.79
35.25,-1.25,descending,266.47998
35.25,-1.0,descending,272.875
35.25,-0.75,descending,277.6
35.25,-0.5,descending,277.90332
35.25,-0.25,descending,277.08334
35.25,0.0,descending,275.27
35.25,0.25,descending,273.39667
35.25,0.5,descending,272.22
35.25,0.75,descending,271.82666
35.25,1.0,descending,271.19998
35.25,1.25,descending,270.63998
35.25,1.5,descending,270.2375
35.25,1.75,descending,269.26334
35.25,2.0,descending,268.31
35.25,2.25,descending,267.9225
35.25,2.5,descending,267.54498
35.25,2.75,descending,267.662
35.25,3.0,descending,267.132
35.25,3.25,descending,264.75168
35.25,3.5,descending,263.75287
35.25,3.75,descending,265.4278
35.25,10.75,descending,267.43
35.25,11.0,descending,256.08334
35.25,11.25,descending,236.48198
35.25,11.5,descending,216.11398
35.25,11.75,descending,203.51399
35.25,12.0,descending,199.45999
35.25,12.25,descending,198.55249
35.25,12.5,descending,198.2125
35.25,12.75,descending,197.93666
35.25,13.0,descending,197.57666
35.25,13.25,descending,197.17334
35.25,13.5,descending,196.84
35.25,13.75,descending,196.59332
35.25,14.0,descending,196.53667
35.25,14.25,descending,196.67499
35.25,14.5,descending,196.775
35.25,14.75,descending,197.02333
