lat,lon,LST_Kelvin_mean
41.0,16.5,296.8513268440449
41.0,16.75,297.16832145659197
41.0,17.0,296.6557625778421
41.0,17.25,296.7137184938996
41.0,19.5,295.6329192991741
41.0,19.75,296.2092762810431
41.0,20.0,295.6278775923183
41.0,20.25,290.53073768664024
41.0,20.5,289.3192425129526
41.0,20.75,286.86727229332337
41.0,21.0,287.7597565083472
41.0,21.25,287.8557297305332
41.0,21.75,288.93018167913226
41.0,22.0,290.4668028453508
41.0,22.25,291.135841878882
41.0,24.25,293.69878897738994
41.0,24.5,291.90279542933774
41.0,24.75,294.0310782676755
41.0,25.25,295.722928447239
41.0,25.5,296.19039620497824
41.0,29.5,291.957598624606
41.0,29.75,292.26502061791604
41.0,30.0,293.36740677259974
41.0,30.25,294.3177440287092
41.0,30.5,293.8306910736114
41.0,30.75,291.5477301158477
41.0,31.0,291.7348252840251
41.0,31.25,290.87391383165397
41.0,31.5,289.84095288864796
41.0,31.75,288.67006398099545
41.0,32.0,289.96940051688273
41.0,32.25,288.143144156897
41.0,32.5,289.81906886006743
41.0,32.75,291.5188020285029
41.0,33.0,290.59743633224826
41.0,33.25,290.6099862725072
41.0,33.5,289.1556006122589
41.0,33.75,288.1204483653306
41.0,34.0,291.853897147398
41.0,34.25,291.5964474670766
41.0,34.5,292.51337879507724
41.0,34.75,295.3111615641071
41.0,35.0,293.51161718053254
41.0,35.25,291.2839869321152
41.0,35.5,293.12975866830897
41.0,35.75,293.398014575132
41.0,36.0,291.06355864462324
41.0,36.25,291.21707229126474
41.0,36.5,291.0314713142823
41.0,36.75,291.04277274860664
41.0,37.0,290.58990540982796
41.0,37.25,291.6381587789119
41.0,37.5,291.68777923118165
41.0,37.75,291.16297109478836
41.0,38.0,292.1372438522784
41.25,-8.75,293.75023417449086
41.25,-8.5,294.73604581703097
41.25,-8.25,294.2698337888948
41.25,-8.0,293.0046989554244
41.25,-7.75,293.8517810437566
41.25,-3.75,295.70088607336345
41.25,-3.5,291.7416367377546
41.25,-3.25,292.05193721718916
41.25,-3.0,293.53344966694584
41.25,-2.75,295.1374170609199
41.25,-2.5,295.3356282358053
41.25,-2.25,294.8051479564663
41.25,-2.0,295.0225350239794
41.25,-1.75,295.00917884774066
41.25,-1.5,294.15259024048834
41.25,-1.25,294.1751213694501
41.25,-1.0,294.16553137255164
41.25,-0.75,295.9192065186278
41.25,-0.5,297.8587827259466
41.25,-0.25,297.6117904416117
41.25,-0.0,296.5229254913067
41.25,0.25,296.2843322452563
41.25,0.5,295.13979959890406
41.25,0.75,293.57986747926344
41.25,1.0,292.2403403703489
41.25,1.25,294.9890790300266
41.25,1.5,294.9905147093625
41.25,1.75,294.9495436905099
41.25,2.0,294.60733069820446
41.25,2.25,297.1808322808153
41.25,13.5,293.5770992117922
41.25,13.75,293.6042232036856
41.25,14.0,294.2017438042025
41.25,14.25,294.0935698883396
41.25,14.5,292.45486223340885
41.25,14.75,293.1802749243985
41.25,15.0,292.94834682807345
41.25,16.75,297.16894642212327
41.25,19.5,294.5058046353867
41.25,19.75,294.35145782175164
41.25,20.0,291.93973503559954
41.25,20.25,290.29757694819165
41.25,20.5,286.6178024821455
41.25,20.75,288.5777333904671
41.25,22.75,291.9282839556049
41.25,23.0,290.6206072127526
41.25,23.75,288.33040278073804
41.25,24.0,291.2236196986234
41.25,24.25,290.5022035352374
41.25,25.0,290.15303339649495
41.25,25.25,291.1753341678579
41.25,25.5,291.49921860434193
41.25,29.5,291.75277657365444
41.25,29.75,291.85167044662035
41.25,30.0,291.9656344550432
41.25,30.25,292.5829113382064
41.25,31.75,291.5314426392766
41.25,32.0,292.0290445988377
41.25,32.25,290.8694751462081
41.25,33.0,292.0455214640597
41.25,33.25,289.3021899975256
41.25,33.5,290.02799493069284
41.25,33.75,289.27361913504507
41.25,34.0,287.2958736288263
41.25,34.25,287.0891510527325
41.25,34.5,289.23724168187994
41.25,34.75,291.16136684283987
41.25,35.0,289.5432425718326
41.25,35.25,292.12310484634475
41.25,35.5,293.256581524339
41.25,35.75,290.84775997531216
41.25,36.0,291.1033846241216
41.25,36.25,293.6739228880362
41.25,36.5,295.1215142813279
41.25,36.75,294.57489753984646
41.25,37.0,293.6233946908163
41.25,37.25,293.5902155522697
41.25,37.75,291.20270588235286
41.5,-8.75,292.93714807298306
41.5,-8.25,293.9148242365061
41.5,-8.0,293.2447506394212
41.5,-7.75,292.58228437834634
41.5,-7.5,294.163071721334
41.5,-3.0,294.58835934225084
41.5,-2.75,294.51774686941536
41.5,-2.5,293.28342441259133
41.5,-2.25,294.4876110722969
41.5,-2.0,294.0150100528026
41.5,-1.75,294.675748530791
41.5,-1.5,295.27179717642235
41.5,-1.25,295.72561823244365
41.5,-1.0,295.23096093340024
41.5,-0.75,296.52801092681943
41.5,-0.5,297.4019373462996
41.5,-0.25,297.4971335136554
41.5,-0.0,297.27533178973215
41.5,0.25,296.9409175421736
41.5,0.5,297.27094394118876
41.5,0.75,295.9777601484012
41.5,1.0,295.06843770785514
41.5,1.25,294.0532134560543
41.5,1.5,292.70746860164905
41.5,1.75,294.2941437183289
41.5,2.0,293.62107314871656
41.5,2.25,294.4961609388656
41.5,2.5,292.65316199751646
41.5,2.75,294.1341287562846
41.5,8.75,293.3932829834868
41.5,9.0,293.058273968098
41.5,9.25,292.7102933838861
41.5,12.5,296.0696923686601
41.5,12.75,296.6312625383945
41.5,13.0,295.1351799336619
41.5,13.25,293.17467134801126
41.5,13.5,293.41356042223015
41.5,13.75,293.0043006315579
41.5,14.0,291.1685555086817
41.5,14.25,289.84978941793065
41.5,14.5,289.2635903448799
41.5,14.75,291.77408456112596
41.5,15.0,292.66243942698213
41.5,19.75,293.5927356834767
41.5,20.0,290.5062846622196
41.5,20.25,286.94780680852665
41.5,20.75,284.7160272753394
41.5,23.0,289.417471461778
41.5,23.25,293.17905074932577
41.5,23.5,289.47254933929463
41.5,23.75,288.5897542413788
41.5,24.25,285.5569573042632
41.5,24.5,285.1010494379634
41.5,24.75,285.1743771206587
41.5,25.0,287.3967744854932
41.5,26.0,292.003518226496
41.5,31.75,291.4659130914962
41.5,32.0,292.4982785214341
41.5,33.25,288.49419254038594
41.5,33.5,288.7520064112835
41.5,33.75,291.8100449396782
41.5,34.25,292.07492445086024
41.5,34.5,288.77089067778434
41.5,34.75,293.0619796741777
41.5,35.0,291.7123239935488
41.5,35.25,289.8082383954303
41.5,35.5,291.2939593414524
41.5,35.75,293.0132136822477
41.5,36.0,293.518333098867
41.5,36.25,294.7276191836977
41.5,36.75,293.3130177514792
41.75,-9.0,290.73290215588725
41.75,-8.75,292.4153753583066
41.75,-8.5,292.9905956641359
41.75,-8.25,291.9793790047936
41.75,-8.0,290.8964162571148
41.75,-7.75,292.246084671436
41.75,-7.0,293.9647403724616
41.75,-6.75,294.91284511626986
41.75,-3.0,291.8006003918414
41.75,-2.75,292.5703743202912
41.75,-2.5,293.1582156967746
41.75,-2.25,293.6090177905273
41.75,-2.0,292.7543804766594
41.75,-1.75,291.54636982115437
41.75,-1.5,294.9701198639581
41.75,-1.25,296.2102416269459
41.75,-1.0,296.59174345063514
41.75,-0.75,297.33272643119943
41.75,-0.5,295.5791452091655
41.75,-0.25,296.33416776820627
41.75,-0.0,296.50447005736225
41.75,0.5,295.7916257325743
41.75,0.75,296.02814049665125
41.75,1.0,296.57950291287517
41.75,1.25,297.60675770022027
41.75,1.5,293.8606640115395
41.75,1.75,293.4818872377958
41.75,2.0,292.48703978845447
41.75,2.25,291.22224443938273
41.75,2.5,290.56414141252117
41.75,2.75,292.3201164175382
41.75,3.0,292.0641242960659
41.75,3.25,293.06647442376135
41.75,8.75,292.0291364345053
41.75,9.0,290.66648240485694
41.75,9.25,289.61573435738507
41.75,9.5,291.93014734545926
41.75,12.25,295.96235602728484
41.75,12.5,296.424138555174
41.75,12.75,294.36752136361036
41.75,13.0,293.6611214001676
41.75,13.25,292.4750355888291
41.75,13.5,290.64151226020937
41.75,13.75,288.01337869670397
41.75,14.0,285.5176573510081
41.75,14.25,288.1149436780224
41.75,14.5,290.8201221662854
41.75,14.75,292.71561820697724
41.75,15.0,294.94776708142484
41.75,19.25,292.47374584544315
41.75,19.5,293.19634715800544
41.75,19.75,292.8318576164871
41.75,20.0,292.1165465111297
41.75,20.5,285.7888802894255
41.75,20.75,283.7209466320914
41.75,21.25,286.9148023609575
41.75,21.5,286.0639944206323
41.75,23.25,287.68990296627385
41.75,23.5,282.7400622802485
41.75,23.75,286.1329639785039
41.75,24.0,282.5147324680234
41.75,24.25,282.6377249902051
41.75,24.5,284.0162954809802
41.75,24.75,283.885030752728
41.75,25.0,285.698398728218
41.75,25.5,291.2290877343438
41.75,25.75,291.817253809344
41.75,33.75,288.7308244625429
41.75,34.0,288.0937642274413
41.75,34.25,288.0580556637744
41.75,34.5,289.5804715671285
41.75,34.75,288.59307452830046
41.75,35.0,290.3478649072818
41.75,35.25,291.21709149030335
41.75,35.5,291.9434800608289
41.75,35.75,293.55683234596347
41.75,36.0,293.7716911711449
42.0,-9.0,289.2833564123691
42.0,-8.75,291.6029717301644
42.0,-8.5,292.23542397534493
42.0,-8.25,291.1477298387729
42.0,-8.0,290.982418988621
42.0,-7.75,292.2136010152061
42.0,-7.5,293.19837397309465
42.0,-7.25,292.3518268933086
42.0,-7.0,292.51088447674556
42.0,-6.75,292.1472796867795
42.0,-6.5,292.3894368576833
42.0,-3.5,292.79990281726145
42.0,-3.25,291.96887493661916
42.0,-3.0,287.96951641376774
42.0,-2.75,287.4458105109468
42.0,-2.5,289.58885521037337
42.0,-2.25,291.2152348090593
42.0,-2.0,292.8635004817083
42.0,-1.75,294.380561205719
42.0,-1.5,294.7930585873367
42.0,-1.25,295.28414729009455
42.0,-1.0,293.7906948291844
42.0,-0.75,295.87031217772767
42.0,-0.5,296.14203434661005
42.0,0.25,294.5641265537363
42.0,0.5,293.13064232729926
42.0,0.75,292.11396587383865
42.0,1.0,292.9452573501277
42.0,1.25,292.4244478621688
42.0,1.5,291.86275859804715
42.0,1.75,292.3002834870021
42.0,2.0,291.9351049296307
42.0,2.25,291.54427188668114
42.0,2.5,289.13029667454447
42.0,2.75,292.30441178919756
42.0,3.0,292.69333934245356
42.0,3.25,292.34021736957686
42.0,8.5,292.8670908146318
42.0,8.75,293.0138850684184
42.0,9.0,289.33891499758914
42.0,9.25,288.1176926378539
42.0,9.5,294.3593080651186
42.0,11.75,294.8907922079098
42.0,12.0,294.1624306837842
42.0,12.25,294.80461787380307
42.0,12.5,295.9902339138898
42.0,12.75,294.56447502780605
42.0,13.0,290.69947767640133
42.0,13.25,287.4804875245715
42.0,13.5,290.24433877185
42.0,13.75,289.17512349780037
42.0,14.0,286.2319097701665
42.0,14.25,288.41712269813587
42.0,14.5,291.64399378552054
42.0,14.75,294.3848136717037
42.0,19.25,291.15768053301497
42.0,19.5,293.0239098016338
42.0,19.75,291.8218174652601
42.0,20.0,289.1060903011843
42.0,20.5,286.6718922894833
42.0,20.75,282.77305277212736
42.0,21.0,287.70359691623696
42.0,23.25,285.7193172426592
42.0,23.5,283.73221271413155
42.0,23.75,283.45442305589637
42.0,25.75,292.419026579043
42.0,26.5,292.44116628500325
42.0,27.0,292.16230451131526
42.0,33.75,289.3245286894886
42.0,34.0,289.19455994968865
42.0,34.25,290.35964672438064
42.0,34.5,290.9085724191124
42.0,34.75,291.2992001698395
42.0,35.0,291.63734177463
42.0,35.25,292.07259721675587
42.25,-8.75,291.0146459480617
42.25,-7.75,292.37954809938213
42.25,-7.5,290.62688918027783
42.25,-7.25,290.91570704819225
42.25,-7.0,290.69747054256874
42.25,-6.75,289.68698707520514
42.25,-6.5,290.7472695292617
42.25,-6.25,291.79487346973934
42.25,-3.5,291.9771921872563
42.25,-3.25,288.1555253067668
42.25,-3.0,287.8839033629164
42.25,-2.75,289.6000109386002
42.25,-2.5,289.89253413240016
42.25,-2.25,291.20967843178744
42.25,-2.0,293.07373204535605
42.25,-1.75,294.79216966824976
42.25,-1.5,295.13662397214716
42.25,-1.25,294.34424012235064
42.25,-1.0,293.2414207547134
42.25,-0.75,292.96819965603095
42.25,-0.5,293.2451218100962
42.25,-0.25,291.5596023678579
42.25,-0.0,291.8954361475929
42.25,0.25,291.87809256530596
42.25,0.5,292.44881940993355
42.25,0.75,292.036262757146
42.25,1.0,291.4093219096508
42.25,1.25,289.08253871072424
42.25,1.5,288.34674582236215
42.25,1.75,287.1119323992578
42.25,2.0,287.3438080931663
42.25,2.25,287.5360838266528
42.25,2.5,289.48363558125897
42.25,2.75,291.3872019443931
42.25,3.0,294.5693237377528
42.25,3.25,293.1320467264465
42.25,8.5,292.2978711591515
42.25,8.75,289.82194706415976
42.25,9.0,285.78581441920636
42.25,9.25,290.09767911156024
42.25,9.5,292.28241902025775
42.25,10.25,291.69849504394256
42.25,11.0,291.5339015501373
42.25,11.25,292.44184552845525
42.25,11.5,295.7484365286859
42.25,11.75,295.3685445105716
42.25,12.0,294.0477891248185
42.25,12.25,293.0004519471705
42.25,12.5,294.65251485503126
42.25,12.75,292.79520354116534
42.25,13.0,288.9788937486263
42.25,13.25,288.2600729582116
42.25,13.5,288.1630214798759
42.25,13.75,290.05970739394814
42.25,14.0,290.36934064760663
42.25,14.25,292.0550224752904
42.25,14.5,293.80737772225194
42.25,14.75,294.24934682372634
42.25,18.75,290.86613548759533
42.25,19.0,289.23764900562963
42.25,19.5,291.1282722535437
42.25,19.75,286.0844906953776
42.25,20.0,287.24734245878193
42.25,21.0,284.5150008029936
42.25,21.25,287.7962316384285
42.25,23.25,284.45960620025534
42.25,23.5,280.75730097118293
42.25,23.75,282.2535630470061
42.25,24.0,287.279703369786
42.25,26.75,292.6923763986472
42.5,-8.75,291.5069861466881
42.5,-7.25,291.22152159976616
42.5,-7.0,290.8573526729293
42.5,-6.75,291.8845610158179
42.5,-6.5,290.7467943658417
42.5,-6.25,291.94866905492614
42.5,-6.0,294.57581280677266
42.5,-3.5,292.059990025399
42.5,-3.25,291.75727621733876
42.5,-3.0,291.76416615004564
42.5,-2.75,292.65001907402683
42.5,-2.5,292.46395339798755
42.5,-2.25,293.8623926804766
42.5,-2.0,294.8695925325232
42.5,-1.75,294.9278697730699
42.5,-1.5,292.56202536948524
42.5,-1.25,292.6100897406178
42.5,-1.0,290.4515200138562
42.5,-0.75,290.98470046853265
42.5,-0.5,291.3872706041852
42.5,-0.25,289.65556652776365
42.5,-0.0,289.04344265127213
42.5,0.25,288.7835903384589
42.5,0.5,286.87074957339775
42.5,0.75,285.6864972590546
42.5,1.0,283.87946282388003
42.5,1.25,286.131004849171
42.5,1.5,284.41897604712136
42.5,1.75,283.0450565283302
42.5,2.0,284.1801804490414
42.5,2.25,284.00976592964133
42.5,2.5,287.19879684167455
42.5,2.75,290.9457651728842
42.5,3.0,291.98361789387405
42.5,3.25,292.8928527380976
42.5,8.5,291.08162651992524
42.5,8.75,291.78414971590774
42.5,9.0,289.33736620978544
42.5,9.25,292.4788608058003
42.5,9.5,291.9442856346638
42.5,10.0,293.30732182103606
42.5,11.0,291.60857246437735
42.5,11.25,294.3586484536681
42.5,11.5,294.6334754532091
42.5,11.75,294.3805513218604
42.5,12.0,293.66893912965867
42.5,12.25,293.24377609563555
42.5,12.5,292.8696874078374
42.5,12.75,290.95645915568645
42.5,13.0,287.6463526544404
42.5,13.25,287.6050079798274
42.5,13.5,286.0812592035371
42.5,13.75,288.8342724921752
42.5,14.0,292.660358257365
42.5,14.25,293.37752569059984
42.5,18.25,291.7826034290958
42.5,18.5,287.8815276174372
42.5,18.75,287.1619220047807
42.5,19.25,291.6049604321489
42.5,19.5,286.39349520341693
42.5,19.75,282.0046955801606
42.5,20.0,281.081203721831
42.5,20.25,286.01415230423925
42.5,24.0,287.1865162257593
42.5,25.25,289.2114332475336
42.5,27.25,293.5951957510247
42.75,-7.25,290.39460053386324
42.75,-7.0,289.47606118516364
42.75,-6.75,290.4834628799772
42.75,-6.5,290.96945339092974
42.75,-6.25,289.420412562773
42.75,-6.0,290.9957550306998
42.75,-5.75,291.84419234733014
42.75,-5.5,292.06697134616996
42.75,-5.25,291.47105617216374
42.75,-5.0,290.3651436460303
42.75,-4.75,289.77936230714585
42.75,-4.5,290.9072876522589
42.75,-4.25,291.1175366237167
42.75,-4.0,290.69889227874836
42.75,-3.75,292.0658051217386
42.75,-3.5,290.6633329721162
42.75,-3.25,290.17612218985727
42.75,-3.0,290.3279465267501
42.75,-2.75,291.08944478310525
42.75,-2.5,289.22055344190466
42.75,-2.25,288.7466051748214
42.75,-2.0,289.9103035333826
42.75,-1.75,291.3292114285749
42.75,-1.5,290.41805647279534
42.75,-1.25,290.00303074577306
42.75,-1.0,288.5474731732456
42.75,-0.75,287.61992994578964
42.75,-0.5,284.1308093723317
42.75,-0.25,281.55023532545187
42.75,-0.0,280.6007974297738
42.75,0.25,281.3745859588444
42.75,0.5,281.1706106167724
42.75,0.75,281.67230834278683
42.75,1.0,281.0275016852257
42.75,1.25,283.11916616537883
42.75,1.5,281.90937626107944
42.75,1.75,284.3058804362178
42.75,2.0,283.68691028508835
42.75,2.25,285.8653614560898
42.75,2.5,290.17604585451727
42.75,2.75,293.0767896737077
42.75,3.0,293.9552393750639
42.75,9.0,293.42499052372233
42.75,9.25,292.7370994171381
42.75,9.5,291.0644446662698
42.75,10.0,291.19528705922124
42.75,10.25,291.1977061354703
42.75,10.5,291.85485078272717
42.75,11.0,293.7056505600688
42.75,11.25,294.0615342593951
42.75,11.5,292.20484714292934
42.75,11.75,291.7303113701459
42.75,12.0,291.9919458338589
42.75,12.25,291.83289576399955
42.75,12.5,292.30843703336484
42.75,12.75,290.80134115081665
42.75,13.0,288.8761564060255
42.75,13.25,286.24719892564843
42.75,13.5,287.31585141974995
42.75,13.75,292.7061847546117
42.75,14.0,293.69835408309586
42.75,16.75,291.4897039297696
42.75,17.0,293.0358356839419
42.75,17.25,291.6037581953235
42.75,17.5,291.26265051690916
42.75,17.75,291.6158080676923
42.75,18.0,290.56069940077566
42.75,18.25,290.2185745147106
42.75,18.5,287.9476618715428
42.75,18.75,286.24267994960684
42.75,19.0,287.2204920411399
42.75,19.25,283.2849338744489
42.75,19.5,284.2591696426987
42.75,20.0,282.41661308847756
42.75,20.25,283.95118219542576
42.75,24.0,285.97916982864643
42.75,24.25,285.3566827301023
42.75,24.5,285.52472045874373
42.75,25.0,285.01899027892216
42.75,25.25,287.0284967961536
42.75,25.5,286.7505923066619
43.0,-7.0,289.78159994495275
43.0,-6.75,288.1219119331975
43.0,-6.5,287.28140835698485
43.0,-6.25,286.97139085661155
43.0,-6.0,286.9889419742761
43.0,-5.75,287.51416715619774
43.0,-5.5,287.4970082484131
43.0,-5.25,287.03767664421423
43.0,-5.0,286.5886150658224
43.0,-4.75,286.55880252765735
43.0,-4.5,287.43073279482684
43.0,-4.25,287.8099990290813
43.0,-4.0,288.04574414539263
43.0,-3.75,289.1385310155289
43.0,-3.5,290.4593285279415
43.0,-3.25,289.5740611579227
43.0,-3.0,290.14050251331906
43.0,-2.75,288.976442191457
43.0,-2.5,288.81868802954637
43.0,-2.25,288.4136311576017
43.0,-2.0,288.61561335728726
43.0,-1.75,288.44301930058447
43.0,-1.5,288.03550523960945
43.0,-1.25,287.43147320382866
43.0,-1.0,286.87012672599514
43.0,-0.75,285.712235479516
43.0,-0.5,285.77966922019147
43.0,-0.25,284.29715857381836
43.0,-0.0,285.7255934902035
43.0,0.25,284.89009347590235
43.0,0.5,287.06318138802214
43.0,0.75,287.8080688966537
43.0,1.0,288.3353497410727
43.0,1.25,288.5240840723329
43.0,1.5,287.91539832185265
43.0,1.75,289.09755137909895
43.0,2.0,288.8699977460786
43.0,2.25,290.64190064452725
43.0,2.5,288.7460680947011
43.0,2.75,290.6419663466319
43.0,3.0,291.3532594975977
43.0,5.75,292.6905114308108
43.0,6.0,293.4317600180573
43.0,6.25,293.2494044706092
43.0,6.5,290.3631460186593
43.0,9.25,291.39800938201364
43.0,9.5,292.16636389440583
43.0,9.75,291.40399564577
43.0,10.5,293.8894075940998
43.0,10.75,293.2914186230015
43.0,11.5,292.35961466773824
43.0,11.75,291.66316656695886
43.0,12.0,291.4987098760506
43.0,12.25,292.2422107950014
43.0,12.5,293.2912295811043
43.0,12.75,291.59047650162864
43.0,13.0,288.9366657236325
43.0,13.25,287.533480837351
43.0,13.5,290.9450571318741
43.0,13.75,293.03289736871034
43.0,15.75,290.75749641577045
43.0,16.0,291.3911454111463
43.0,16.25,292.252307126122
43.0,16.75,292.1178648063632
43.0,17.0,291.501852017513
43.0,17.25,290.7978042511309
43.0,17.5,291.2946185316807
43.0,17.75,291.2699470483446
43.0,18.0,290.3087330999646
43.0,18.25,287.7747921960057
43.0,18.5,286.97114032641184
43.0,18.75,284.22591421876064
43.0,19.0,283.7527306024313
43.0,24.25,287.7253715359824
43.0,24.75,288.14885280316923
43.0,25.0,288.26555341462694
43.0,25.25,289.2643963203702
43.0,25.5,289.65304001191527
43.0,27.0,288.7044298270503
43.25,-6.75,289.19566327833815
43.25,-6.5,289.5445511396058
43.25,-6.25,288.7317179358812
43.25,-6.0,289.3320469500354
43.25,-5.75,289.83902012263457
43.25,-5.5,289.31739141635524
43.25,-5.25,288.9407757758837
43.25,-5.0,287.0891590117632
43.25,-4.75,286.780609814607
43.25,-4.5,289.5798770907027
43.25,-4.25,290.28606702321497
43.25,-4.0,291.5471234810188
43.25,-3.75,290.53811774377346
43.25,-3.5,290.14606777110936
43.25,-3.25,290.41092658697175
43.25,-3.0,290.7487307038755
43.25,-2.75,290.62477024029886
43.25,-2.5,289.91220479119534
43.25,-2.25,289.78743784948796
43.25,-2.0,289.73152937252564
43.25,-1.75,289.80467154098193
43.25,-1.5,290.28960002625956
43.25,-1.25,291.09363514305846
43.25,-1.0,290.75606444206875
43.25,-0.75,290.981563481502
43.25,-0.5,291.22243777015575
43.25,-0.25,291.27374467592676
43.25,-0.0,291.18393397680677
43.25,0.25,290.8124240918835
43.25,0.5,290.60768668176786
43.25,0.75,290.95415148060295
43.25,1.0,290.71871953347966
43.25,1.25,291.19588004312357
43.25,1.5,291.62551849267436
43.25,1.75,291.5959083716445
43.25,2.0,292.0671910042471
43.25,2.25,291.22866214875955
43.25,2.5,291.11887215026695
43.25,2.75,292.2037997196765
43.25,3.0,293.05067355488654
43.25,3.25,293.7043034203563
43.25,3.5,294.34691866920895
43.25,4.75,290.5970843371645
43.25,5.0,292.5565259676252
43.25,5.25,292.273373325593
43.25,5.5,292.8700640431421
43.25,5.75,292.1420013196091
43.25,6.0,292.3834790396004
43.25,6.25,293.22552025662645
43.25,6.5,292.84024660582617
43.25,6.75,293.6831264411359
43.25,10.5,293.6847520929404
43.25,10.75,291.7099907671171
43.25,11.0,291.0618051334972
43.25,11.75,292.5648020647939
43.25,12.0,291.09137384255035
43.25,12.5,291.4617717218594
43.25,12.75,290.2169892590135
43.25,13.0,290.3155295191049
43.25,13.25,291.51701097156626
43.25,13.5,293.8831853028366
43.25,13.75,294.13946070925255
43.25,16.25,292.47248520405196
43.25,16.5,292.11890853904606
43.25,16.75,292.0967126550147
43.25,17.0,288.61523955344
43.25,17.25,289.36617851834836
43.25,17.5,291.7511134523084
43.25,17.75,291.9276634979473
43.25,18.0,287.70893825974395
43.25,18.25,285.2355746557801
43.25,18.5,284.47133329399264
43.25,18.75,282.479074998981
43.25,25.25,290.9599087285689
43.25,27.5,291.7606272650544
43.25,27.75,290.47060497055026
43.5,-5.5,290.56005025241194
43.5,-5.25,290.0809349882382
43.5,-5.0,290.180861543645
43.5,-4.75,290.10094157315416
43.5,-4.5,290.58989091329505
43.5,-4.25,290.5255310030758
43.5,-4.0,291.4105034225159
43.5,-3.75,291.7956571809432
43.5,-3.5,290.6115941407757
43.5,-3.25,289.81156520628593
43.5,-3.0,290.999530621636
43.5,-2.75,289.51862969920836
43.5,-2.5,290.4487893915354
43.5,-1.75,290.6221828501611
43.5,-1.5,290.9506301720531
43.5,-1.25,291.174164246811
43.5,-0.5,291.62725883617276
43.5,-0.25,291.1291676630435
43.5,-0.0,291.5047842239427
43.5,0.25,291.3065325336604
43.5,0.5,291.5583550210617
43.5,0.75,292.0691594937333
43.5,1.0,291.58787135364827
43.5,1.25,290.91855182163204
43.5,1.5,291.85131144022085
43.5,1.75,292.61131306256704
43.5,2.0,291.94180705618953
43.5,2.25,289.66915684917086
43.5,2.5,287.45917253298046
43.5,2.75,287.1972142834449
43.5,3.0,290.6464855775777
43.5,3.25,293.1783467360762
43.5,3.5,294.6263972026878
43.5,3.75,293.616458227117
43.5,4.0,294.3305237423174
43.5,4.25,292.49458400074815
43.5,4.5,291.6734787500893
43.5,4.75,292.5888662933881
43.5,5.0,292.0767778660104
43.5,5.25,293.3332646545663
43.5,5.5,292.57903410748605
43.5,5.75,292.2744163725022
43.5,6.0,292.30674822890944
43.5,6.25,292.24947398746207
43.5,6.5,292.8508637815338
43.5,6.75,292.8622892237582
43.5,7.0,292.85021568855467
43.5,7.25,292.6738020888655
43.5,10.25,293.35737771766526
43.5,10.5,292.76355991157715
43.5,10.75,292.7256693678656
43.5,11.0,292.7149264367909
43.5,11.25,292.16067737011167
43.5,11.5,291.1583915614407
43.5,11.75,291.2730520085617
43.5,12.0,289.42074144920423
43.5,12.25,289.22165028328044
43.5,12.5,288.58208082210126
43.5,12.75,289.6917274893379
43.5,13.0,291.8817212179664
43.5,13.25,293.4600483474911
43.5,13.5,293.80882389837626
43.5,13.75,294.2355353137014
43.5,16.0,293.3215389675145
43.5,16.25,292.42549876116317
43.5,16.5,292.1504478453994
43.5,16.75,290.54717105605596
43.5,17.0,289.74881323125373
43.5,17.25,289.2764743220817
43.5,17.5,286.43928511139984
43.5,17.75,286.0074421793112
43.5,18.0,284.4327078479559
43.5,18.25,283.8372195756714
43.5,18.5,282.5142774626389
43.5,25.25,290.72883896812476
43.5,27.75,291.19257322107126
43.5,28.0,291.58980584378105
43.75,-1.5,290.02057014922775
43.75,-1.25,290.55843066555616
43.75,0.25,292.17261989954545
43.75,0.5,292.49173475146733
43.75,0.75,292.8955894143016
43.75,1.0,292.2567936663652
43.75,1.25,291.91971274536496
43.75,2.0,292.11111316578064
43.75,2.75,287.9529439824221
43.75,3.0,287.8389219410755
43.75,3.25,290.08432196839794
43.75,3.5,291.7144460328356
43.75,3.75,292.0842036227792
43.75,4.0,294.0484809033373
43.75,4.25,294.26585623858267
43.75,4.5,293.53864586239325
43.75,4.75,293.1182317328692
43.75,5.0,292.71019597988555
43.75,5.25,292.4241498816583
43.75,5.5,292.42101858920205
43.75,5.75,292.4299409032256
43.75,6.0,291.99405735453007
43.75,6.25,289.75301857755585
43.75,6.5,288.145604029107
43.75,6.75,288.0483865541555
43.75,7.0,289.9391861400384
43.75,7.25,291.42859991984756
43.75,7.5,290.257027132624
43.75,7.75,292.11849398633746
43.75,8.0,293.2390576953035
43.75,10.25,292.0983056577507
43.75,10.5,293.11068809041103
43.75,10.75,293.3708401608078
43.75,11.0,293.5251634462487
43.75,11.25,292.982960608511
43.75,11.5,290.24407294495074
43.75,11.75,287.2204756797159
43.75,12.0,286.53387206190985
43.75,12.25,287.7996831494625
43.75,12.5,290.42442926038274
43.75,12.75,291.81077250679783
43.75,13.0,293.41570949378803
43.75,13.25,293.67689764467053
43.75,13.5,293.5483282828283
43.75,15.25,291.467511906082
43.75,15.5,290.6850672436967
43.75,15.75,292.3503905853953
43.75,16.0,292.5459746223331
43.75,16.25,292.1163607660706
43.75,16.5,289.560023948972
43.75,16.75,289.6377639669879
43.75,17.0,286.10960295362116
43.75,17.25,285.18481829912355
43.75,17.5,283.27171745399056
43.75,17.75,284.5631958619639
43.75,18.0,283.62666868543823
43.75,18.25,283.1128362180649
