lat,lon,LST_Kelvin_mean
35.75,-5.75,299.2885924633039
35.75,-5.5,296.7583843064208
35.75,-5.25,297.4894121808742
35.75,-1.0,297.1780958644292
35.75,-0.75,298.0511777977443
35.75,-0.5,298.913337696837
35.75,-0.25,300.9343863063382
35.75,-0.0,300.3905606454423
35.75,0.25,301.9541730462894
35.75,0.5,302.2539728862623
35.75,0.75,302.88465886220393
35.75,1.0,304.23140628600913
35.75,1.25,302.1802154042623
35.75,1.5,302.2175182730136
35.75,1.75,303.34642124454285
35.75,2.0,302.12846734643335
35.75,2.25,302.33851033619334
35.75,2.5,302.7360956941868
35.75,2.75,303.1671879976012
35.75,3.0,302.9603784118912
35.75,3.25,301.705505071221
35.75,3.5,301.49908619353107
35.75,3.75,302.18292014981347
35.75,4.0,302.2401860810384
35.75,6.25,299.96752085191287
35.75,6.5,299.2249712712049
35.75,7.0,299.21476661445104
35.75,7.25,300.20490211059814
35.75,8.5,300.3759237742459
35.75,8.75,299.48699367150726
35.75,9.0,298.23784218446247
35.75,9.25,297.4185049287211
35.75,9.5,298.5029265895687
35.75,9.75,299.6876865370438
35.75,10.0,302.22184240234844
35.75,10.25,302.54663958684927
35.75,10.5,301.09396028937965
35.75,10.75,300.2304244312499
35.75,11.0,298.85943190363946
35.75,12.75,297.3564908789387
35.75,14.25,297.1368742937852
35.75,14.5,298.8691035620469
35.75,23.25,295.8729147945772
35.75,23.75,294.86777454740974
35.75,27.0,293.96453754940734
35.75,27.25,293.7420280555607
35.75,35.75,297.363946933677
35.75,36.25,297.81380162259035
35.75,36.5,302.32386146473596
35.75,36.75,304.9028625887377
35.75,37.0,305.3448854014022
35.75,37.25,306.5895184776447
35.75,37.5,306.7801777032206
35.75,37.75,307.48322397884556
36.0,-5.75,297.6142129401587
36.0,-5.5,295.30568094634634
36.0,-5.25,294.33506759013767
36.0,-0.5,293.5997312496788
36.0,-0.25,296.1449827616224
36.0,-0.0,297.25451511721644
36.0,0.25,299.5821332923943
36.0,0.5,301.8418247669323
36.0,0.75,302.3574705159798
36.0,1.0,301.69801959328595
36.0,1.25,302.1275209987533
36.0,1.5,301.92101429050285
36.0,1.75,301.2223810924729
36.0,2.0,300.83500782142784
36.0,2.25,299.88871948975367
36.0,2.5,299.4664304325455
36.0,2.75,300.07053121818456
36.0,3.0,301.47955909992515
36.0,3.25,300.64409839406994
36.0,3.5,301.0258718494636
36.0,3.75,301.5130982760797
36.0,6.5,299.3596625218229
36.0,7.25,300.1712610877455
36.0,7.5,299.81876661471335
36.0,8.5,300.82294788634965
36.0,8.75,299.77329415356803
36.0,9.0,298.41154612653463
36.0,9.25,298.71215823662624
36.0,9.5,297.48587729148556
36.0,9.75,298.61550430231597
36.0,10.0,301.13507643432473
36.0,10.25,301.7256432720226
36.0,10.5,300.86028189628627
36.0,14.25,296.8466648779752
36.0,14.5,298.2107358967312
36.0,23.25,295.4440854400053
36.0,26.5,294.1816666666667
36.0,27.25,293.77532873149255
36.0,27.75,298.04314965791485
36.0,28.0,299.9144896552015
