lat,lon,LST_Celsius_mean
43.25,2.5,17.968872150266975
43.25,2.75,19.053799719676533
43.25,3.0,19.900673554886566
43.25,3.25,20.554303420356348
43.25,3.5,21.19691866920897
43.25,4.75,17.44708433716454
43.25,5.0,19.406525967625214
43.25,5.25,19.123373325593036
43.25,5.5,19.720064043142145
43.25,5.75,18.99200131960913
43.25,6.0,19.23347903960041
43.25,6.25,20.075520256626476
43.25,6.5,19.69024660582619
43.25,6.75,20.53312644113595
43.25,10.5,20.534752092940437
43.25,10.75,18.559990767117142
43.25,11.0,17.91180513349724
43.25,11.75,19.414802064793946
43.25,12.0,17.941373842550377
43.25,12.5,18.31177172185943
43.25,12.75,17.066989259013496
43.25,13.0,17.16552951910495
43.25,13.25,18.367010971566287
43.25,13.5,20.733185302836603
43.25,13.75,20.98946070925257
43.25,16.25,19.322485204051986
43.25,16.5,18.968908539046083
43.25,16.75,18.94671265501472
43.25,17.0,15.465239553440028
43.25,17.25,16.216178518348386
43.25,17.5,18.601113452308425
43.25,17.75,18.777663497947344
43.25,18.0,14.558938259743968
43.25,18.25,12.085574655780135
43.25,18.5,11.321333293992666
43.25,18.75,9.329074998981014
43.25,25.25,17.809908728568928
43.25,27.5,18.610627265054404
43.25,27.75,17.320604970550278
43.5,-5.5,17.410050252411963
43.5,-5.25,16.93093498823822
43.5,-5.0,17.030861543645017
43.5,-4.75,16.950941573154182
43.5,-4.5,17.439890913295073
43.5,-4.25,17.37553100307582
43.5,-4.0,18.26050342251591
43.5,-3.75,18.645657180943203
43.5,-3.5,17.46159414077573
43.5,-3.25,16.661565206285957
43.5,-3.0,17.849530621636006
43.5,-2.75,16.368629699208384
43.5,-2.5,17.298789391535422
43.5,-1.75,17.47218285016112
43.5,-1.5,17.800630172053104
43.5,-1.25,18.02416424681104
43.5,-0.5,18.47725883617278
43.5,-0.25,17.97916766304354
43.5,-0.0,18.354784223942715
43.5,0.25,18.156532533660425
43.5,0.5,18.40835502106171
43.5,0.75,18.919159493733332
43.5,1.0,18.43787135364829
43.5,1.25,17.76855182163206
43.5,1.5,18.701311440220877
43.5,1.75,19.461313062567058
43.5,2.0,18.791807056189555
43.5,2.25,16.519156849170884
43.5,2.5,14.309172532980483
43.5,2.75,14.04721428344493
43.5,3.0,17.496485577577744
43.5,3.25,20.02834673607623
43.5,3.5,21.47639720268785
43.5,3.75,20.466458227117016
43.5,4.0,21.180523742317405
43.5,4.25,19.34458400074817
43.5,4.5,18.52347875008934
43.5,4.75,19.438866293388116
43.5,5.0,18.92677786601041
43.5,5.25,20.1832646545663
43.5,5.5,19.429034107486075
43.5,5.75,19.124416372502196
43.5,6.0,19.156748228909464
43.5,6.25,19.09947398746209
43.5,6.5,19.700863781533826
43.5,6.75,19.712289223758205
43.5,7.0,19.700215688554692
43.5,7.25,19.523802088865523
43.5,10.25,20.20737771766528
43.5,10.5,19.61355991157717
43.5,10.75,19.5756693678656
43.5,11.0,19.564926436790927
43.5,11.25,19.010677370111694
43.5,11.5,18.008391561440703
43.5,11.75,18.12305200856173
43.5,12.0,16.27074144920425
43.5,12.25,16.071650283280462
43.5,12.5,15.432080822101284
43.5,12.75,16.541727489337916
43.5,13.0,18.731721217966424
43.5,13.25,20.310048347491147
43.5,13.5,20.658823898376284
43.5,13.75,21.085535313701428
43.5,16.0,20.17153896751455
43.5,16.25,19.275498761163192
43.5,16.5,19.000447845399435
43.5,16.75,17.39717105605598
43.5,17.0,16.598813231253757
43.5,17.25,16.12647432208172
43.5,17.5,13.289285111399863
43.5,17.75,12.85744217931125
43.5,18.0,11.282707847955919
43.5,18.25,10.687219575671406
43.5,18.5,9.364277462638938
43.5,25.25,17.578838968124785
43.5,27.75,18.04257322107128
43.5,28.0,18.439805843781073
43.75,-1.5,16.870570149227774
43.75,-1.25,17.408430665556182
43.75,0.25,19.022619899545475
43.75,0.5,19.341734751467357
43.75,0.75,19.745589414301605
43.75,1.0,19.106793666365206
43.75,1.25,18.769712745364984
43.75,2.0,18.96111316578066
43.75,2.75,14.802943982422107
43.75,3.0,14.688921941075535
43.75,3.25,16.934321968397967
43.75,3.5,18.564446032835633
43.75,3.75,18.93420362277925
43.75,4.0,20.898480903337315
43.75,4.25,21.115856238582694
43.75,4.5,20.388645862393275
43.75,4.75,19.968231732869242
43.75,5.0,19.560195979885577
43.75,5.25,19.27414988165833
43.75,5.5,19.271018589202072
43.75,5.75,19.279940903225622
43.75,6.0,18.844057354530094
43.75,6.25,16.603018577555872
43.75,6.5,14.995604029107028
43.75,6.75,14.898386554155536
43.75,7.0,16.789186140038396
43.75,7.25,18.27859991984758
43.75,7.5,17.10702713262401
43.75,7.75,18.968493986337478
43.75,8.0,20.089057695303495
43.75,10.25,18.948305657750723
43.75,10.5,19.960688090411054
43.75,10.75,20.220840160807825
43.75,11.0,20.375163446248735
43.75,11.25,19.83296060851103
43.75,11.5,17.094072944950767
43.75,11.75,14.070475679715912
43.75,12.0,13.38387206190987
43.75,12.25,14.649683149462533
43.75,12.5,17.27442926038276
43.75,12.75,18.660772506797855
43.75,13.0,20.26570949378805
43.75,13.25,20.526897644670555
43.75,13.5,20.398328282828345
43.75,15.25,18.317511906082018
43.75,15.5,17.535067243696744
43.75,15.75,19.200390585395326
43.75,16.0,19.395974622333142
43.75,16.25,18.966360766070636
43.75,16.5,16.410023948972025
43.75,16.75,16.487763966987927
43.75,17.0,12.959602953621186
43.75,17.25,12.034818299123572
43.75,17.5,10.121717453990584
43.75,17.75,11.413195861963914
43.75,18.0,10.476668685438256
43.75,18.25,9.962836218064922
43.75,18.5,10.800164354472031
43.75,25.25,16.718529257116927
44.0,-1.5,16.842295409181702
44.0,-1.25,16.416878715779717
44.0,-1.0,17.629029094501618
44.0,-0.75,17.094355104887654
44.0,-0.5,16.982114275744493
44.0,-0.0,17.756925214703756
44.0,0.25,19.075637930863593
44.0,1.0,18.3912300586598
44.0,1.25,18.61949457120204
44.0,1.5,19.455362352777627
44.0,2.0,19.00770849617362
44.0,2.25,18.080005176392433
44.0,2.75,16.497348545689817
44.0,3.0,17.128370615471283
44.0,3.25,17.171080484523316
44.0,3.5,15.158984252051539
44.0,3.75,16.86925596761074
44.0,4.0,19.353288657432415
44.0,4.25,20.124577414484634
44.0,4.5,19.65453684052528
44.0,4.75,19.629947132501513
44.0,5.0,20.438710141367153
44.0,5.25,18.29802646866358
44.0,5.5,17.30966612824335
44.0,5.75,17.574805002872495
44.0,6.0,18.005998060539298
44.0,6.25,15.976313627319541
44.0,6.5,13.53694653402863
44.0,6.75,13.594650595348526
44.0,7.0,14.684875324352731
44.0,7.25,13.44083600047594
44.0,7.5,11.82746464995904
44.0,7.75,13.539748875384191
44.0,8.0,17.079714687851776
44.0,8.25,19.36459492281159
44.0,9.75,17.994420029548166
44.0,10.0,19.38658295665323
44.0,10.25,16.175801447358083
44.0,10.5,15.681305044780231
44.0,10.75,14.47540753490756
44.0,11.0,15.535500150832377
44.0,11.25,15.30719520829507
44.0,11.5,15.123907369200083
44.0,11.75,14.4914449486958
44.0,12.0,16.74097178677664
44.0,12.25,18.55091428087593
44.0,12.5,19.84765798712874
44.0,12.75,20.34489975114616
44.0,13.0,20.585378395859266
44.0,15.0,17.685977493984012
44.0,15.25,18.681683751908338
44.0,15.5,19.701924761979
44.0,15.75,19.42423113628371
44.0,16.0,19.216352133963085
44.0,16.25,16.978954900692315
44.0,16.5,13.292809286499221
44.0,16.75,11.93333641118187
44.0,17.0,9.920174779650154
44.0,17.25,9.391236224610566
44.0,17.5,10.822804760880388
44.0,17.75,9.518688724854826
44.0,18.0,11.499307904522595
44.0,18.25,12.265469995932392
44.0,18.5,10.740191120264399
44.0,18.75,10.356770171213952
44.0,19.0,10.046592203594287
44.0,19.25,11.04484242649653
44.0,22.0,14.339169796903036
44.0,22.25,16.07739141366568
44.0,22.5,16.124868388731386
44.0,28.25,19.70330446430404
44.25,-1.25,16.442310870730466
44.25,-1.0,17.675262562134435
44.25,-0.75,17.840736063712768
44.25,-0.5,17.812248758383532
44.25,-0.25,17.818903577248875
44.25,0.25,18.156937577109034
44.25,3.0,16.150295826295974
44.25,3.25,16.05691863031319
44.25,3.5,14.942206619465253
44.25,3.75,14.66840667522979
44.25,4.0,16.29664149722572
44.25,4.25,19.034329599242938
44.25,4.5,18.352667551960565
44.25,4.75,19.573228022465855
44.25,5.0,19.71093866763323
44.25,5.25,16.607671394133263
44.25,5.5,15.623708466597463
44.25,5.75,15.672547193917126
44.25,6.0,16.454654736386374
44.25,6.25,14.0784406198905
44.25,6.5,9.60093449170455
44.25,6.75,7.781119660431727
44.25,7.0,8.5951774647624
44.25,7.25,7.738722515708446
44.25,7.5,10.391131409796685
44.25,7.75,11.050568650796606
44.25,8.0,13.450655966709576
44.25,8.25,15.482960937695736
44.25,8.5,17.93473522991644
44.25,9.0,18.537546012269956
44.25,9.25,17.764508954861412
44.25,9.5,16.74586854327231
44.25,9.75,15.794238404469866
44.25,10.0,16.01210601019835
44.25,10.25,12.669551271562284
44.25,10.5,12.077198616045962
44.25,10.75,12.63170537570386
44.25,11.0,15.406620174287468
44.25,11.25,15.33501932907194
44.25,11.5,16.555599934232816
44.25,11.75,18.52738501736252
44.25,12.0,20.451186683449066
44.25,12.25,20.701967774932825
44.25,12.5,21.650273636799
44.25,14.5,18.02718518518526
44.25,14.75,17.09331932240258
44.25,15.25,18.333396184410788
44.25,15.5,16.527217939357172
44.25,15.75,15.501229142960085
44.25,16.0,14.749470219696263
44.25,16.25,12.669866378595088
44.25,16.5,11.393649336607837
44.25,16.75,10.36188346342459
44.25,17.0,11.007254282924237
44.25,17.25,11.190722603773565
44.25,17.5,9.739137148649888
44.25,17.75,10.91339470271754
44.25,18.0,12.042145494062424
44.25,18.25,11.036102272696382
44.25,18.5,11.258641094932159
44.25,19.5,13.998213451032655
44.25,19.75,14.07450928625127
44.25,22.0,12.7541552173804
44.25,22.25,14.380021672566954
44.25,22.5,16.664887682627523
44.25,22.75,16.902101282085084
44.25,23.0,17.956294229402204
44.25,23.25,17.333676805535617
44.25,27.25,18.064408464883797
44.5,-1.25,15.901722297834738
44.5,-1.0,17.91749882983845
44.5,-0.75,17.838900004148798
44.5,-0.5,17.7083293477761
44.5,-0.25,17.93323299652633
44.5,2.5,17.334455381680243
44.5,2.75,16.40840635417112
44.5,3.0,14.548191143421718
44.5,3.25,14.493761396882348
44.5,3.5,14.107387085929076
44.5,3.75,11.940466304706263
44.5,4.0,13.970589150531566
44.5,4.25,17.3085573512555
44.5,4.5,18.109548386718302
44.5,4.75,17.741755309115376
44.5,5.0,16.96715650881771
44.5,5.25,15.853855338524852
44.5,5.5,14.621466250508774
44.5,5.75,14.354888032491885
44.5,6.0,15.233412684910263
44.5,6.25,13.838265470142403
44.5,6.5,10.303355945252122
44.5,6.75,7.3781694106733084
44.5,7.0,6.5530542482378
44.5,7.25,10.801630281008897
44.5,7.5,16.438757928199664
44.5,7.75,17.611097493314332
44.5,8.0,16.3460895315049
44.5,8.25,16.40589169920105
44.5,8.5,15.620835840566713
44.5,8.75,15.887203820028105
44.5,9.0,16.088674634451877
44.5,9.25,14.123314671213166
44.5,9.5,12.85767155617475
44.5,9.75,13.694571511663241
44.5,10.0,13.679542390476286
44.5,10.25,14.765404368305383
44.5,10.5,16.133257343871605
44.5,10.75,17.522842522289352
44.5,11.0,18.70317632832507
44.5,11.25,19.108480650300294
44.5,11.5,20.244388714964657
44.5,11.75,20.811640237363918
44.5,12.0,20.905496460501695
44.5,12.25,19.089642058270897
44.5,14.25,17.938879252998788
44.5,14.5,17.088062426549868
44.5,14.75,16.944597405170498
44.5,15.0,15.011237827381194
44.5,15.25,12.224716241372391
44.5,15.75,13.377569337442083
44.5,16.0,12.105431293402773
44.5,16.25,11.995921479139554
44.5,16.5,10.206015624169368
44.5,16.75,12.03528670455546
44.5,17.0,11.835633978306134
44.5,17.25,12.206140546278732
44.5,17.5,11.754089136451285
44.5,17.75,12.281927279753745
44.5,18.0,13.112065677424482
44.5,18.25,13.116324698428116
44.5,18.5,13.934588202944553
44.5,18.75,13.760559130304841
44.5,19.0,13.967721706906104
44.5,19.25,14.9139786122891
44.5,20.75,16.68011505103192
44.5,22.0,13.04824935631342
44.5,22.25,13.228867425841031
44.5,22.5,15.665625284424266
44.5,22.75,16.58635242101144
44.5,23.0,16.479375024574836
44.5,23.25,16.33216696104131
44.5,23.75,16.254121774762382
44.5,24.0,16.2967331193791
44.5,24.25,15.610779402059734
44.5,24.5,16.844659167960913
44.5,24.75,16.539573844199026
44.5,25.0,16.77181209880797
44.5,25.25,16.362362804167333
44.5,25.5,16.45901898723281
44.5,27.75,18.24925587830853
44.5,33.5,20.704863104508206
44.75,-1.25,17.029798790086602
44.75,-0.5,18.580449158780368
44.75,-0.25,18.862415116697605
44.75,-0.0,19.3898747485041
44.75,2.0,15.873169952546391
44.75,2.25,16.154643498497137
44.75,2.5,15.176685603115573
44.75,2.75,14.088545338851816
44.75,3.0,13.54342066087139
44.75,3.25,14.081791734480532
44.75,3.5,13.02147051845003
44.75,3.75,14.021652016463577
44.75,4.0,12.453627229557583
44.75,4.25,13.454498347460003
44.75,4.5,15.372148990529126
44.75,4.75,16.51781561873645
44.75,5.0,16.740191346337042
44.75,5.25,14.616356165298043
44.75,5.5,12.509050603039213
44.75,5.75,11.080517262315539
44.75,6.0,10.044796750451383
44.75,6.25,6.6194708725092255
44.75,6.5,7.904211134098034
44.75,6.75,7.22369099920769
44.75,7.0,5.434094895245494
44.75,7.25,12.33702750653805
44.75,7.5,17.70146336714305
44.75,7.75,18.286104564591938
44.75,8.0,18.444190304835786
44.75,8.25,17.991782381054065
44.75,8.5,18.356000885794572
44.75,8.75,18.545377029776716
44.75,9.0,15.888965191803777
44.75,9.25,13.715018461628745
44.75,9.5,15.618705261642958
44.75,9.75,16.020864385031018
44.75,10.0,18.273019630186695
44.75,10.25,19.33408296477802
44.75,10.5,19.98950962987658
44.75,10.75,19.897206668650483
44.75,11.0,20.453963579061906
44.75,11.25,20.2454956702814
44.75,11.5,20.243927693037165
44.75,11.75,20.770365974418155
44.75,12.0,21.432874510485647
44.75,12.25,19.65658334125544
44.75,12.5,19.582605056453474
44.75,13.75,18.245751618542783
44.75,14.0,18.73748383917365
44.75,14.25,16.5324097506861
44.75,14.5,17.451557620301855
44.75,14.75,16.373967586353388
44.75,15.0,11.538976584942588
44.75,16.0,12.29738576053569
44.75,16.25,12.647337675360461
44.75,16.5,12.626140378122557
44.75,16.75,13.736207376506854
44.75,17.0,13.87602115829634
44.75,18.0,15.087887578023924
44.75,18.25,14.33244099253767
44.75,19.0,15.373128121213597
44.75,19.25,16.041519220762552
44.75,19.75,16.424585191496476
44.75,20.5,16.05849505964966
44.75,20.75,16.84690685058871
44.75,21.0,16.97524048893962
44.75,22.0,12.800296083510716
44.75,22.25,11.766726622459942
44.75,22.5,13.671904186751078
44.75,22.75,15.786856605884509
44.75,23.0,15.717710688456066
44.75,23.75,15.413403952385977
44.75,24.0,15.516290269962383
44.75,24.25,15.602685957387791
44.75,24.5,15.684666365757096
44.75,24.75,16.0854525015298
44.75,25.0,16.182661526322647
44.75,25.25,15.722757412804356
44.75,25.5,15.749782564471275
44.75,25.75,16.18928474573147
44.75,28.0,16.8631831960393
44.75,28.25,18.386817442687175
44.75,28.75,18.640246018057894
44.75,29.0,16.979244568018203
44.75,29.25,16.724997825129435
44.75,29.5,17.130456080691204
44.75,33.5,20.773497389977024
44.75,33.75,20.796073253003954
44.75,34.0,18.230739466800856
45.0,-1.25,16.16506951668066
45.0,-1.0,17.373559597904034
45.0,-0.75,18.182815129578273
45.0,-0.5,19.245640059513335
45.0,0.25,18.12831220313234
45.0,1.75,17.18874051178136
45.0,2.0,15.579809585095632
45.0,2.25,15.03223711356651
45.0,2.5,13.970182854009408
45.0,2.75,11.70288570165701
45.0,3.0,14.19317557340662
45.0,3.25,13.911261899571741
45.0,3.75,14.588805682140446
45.0,4.0,14.780311249584258
45.0,4.25,13.183134263249656
45.0,4.5,14.161759482964499
45.0,4.75,16.683614586154988
45.0,5.0,17.93298482139994
45.0,5.25,13.9320592772483
45.0,5.5,10.117176037003219
45.0,5.75,12.226559070078906
45.0,6.0,7.86394118208608
45.0,6.25,4.465586826938022
45.0,6.5,5.047370480722918
45.0,6.75,7.683062226885511
45.0,7.0,7.530200462297842
45.0,7.25,12.440747643208681
45.0,7.5,18.222970260330726
45.0,7.75,19.245798431049877
45.0,8.0,18.711237247518795
45.0,8.25,18.806440993580225
45.0,8.5,19.772184172452796
45.0,8.75,18.877792234655203
45.0,9.0,18.490441146002354
45.0,9.25,18.224383435918412
45.0,9.5,19.183281284767588
45.0,9.75,19.5266213433693
45.0,10.0,19.68986732701768
45.0,10.25,19.62193559355069
45.0,10.5,20.189956715262383
45.0,10.75,19.60690487297518
45.0,11.0,19.266976485570353
45.0,11.25,19.836964767497363
45.0,11.5,19.81160915958492
45.0,11.75,19.669180360061432
45.0,12.0,19.76664385291548
45.0,12.25,19.517758601052037
45.0,12.5,19.5228611391683
45.0,13.5,17.841045045045064
45.0,13.75,18.189868933815546
45.0,14.0,17.707709578766014
45.0,14.25,16.023329694512483
45.0,14.5,17.01632054114441
45.0,14.75,15.995118202287358
45.0,15.0,12.388000930597968
45.0,18.5,15.794490784314803
45.0,18.75,15.51020415935784
45.0,19.0,15.662648378673452
45.0,20.0,18.0825693560285
45.0,20.25,16.87842860281404
45.0,20.5,16.923224540792546
45.0,20.75,17.253893890083305
45.0,21.0,16.93877920944294
45.0,21.25,17.03777948679891
45.0,21.5,16.68381156780731
45.0,22.0,11.628407164215048
45.0,22.5,11.045315830280856
45.0,22.75,13.40581168537642
45.0,23.0,15.062860171091017
45.0,24.0,14.61920350820077
45.0,24.25,14.874291062059172
45.0,24.5,14.362720390147217
45.0,24.75,14.370484019048433
45.0,25.0,14.96349115987249
45.0,25.25,14.405893319954657
45.0,25.5,14.939490196320946
45.0,25.75,15.392790408305473
45.0,26.0,16.972936057103652
45.0,26.25,17.11247983961738
45.0,26.5,17.847638302329358
45.0,26.75,18.469171774074653
45.0,27.5,18.6648978141817
45.0,28.0,17.894305739641027
45.0,28.25,18.104720946260386
45.0,28.5,17.336656483455045
45.0,29.0,17.91876284653506
45.0,29.5,16.241994440670965
45.0,33.5,20.725340653200362
45.0,33.75,22.88164093079297
45.0,34.0,22.263422606100164
45.0,34.25,20.40943308701452
45.25,-1.25,16.56514666600293
45.25,-1.0,18.016494603507113
45.25,-0.75,18.22063577685185
45.25,-0.5,18.632127073148126
45.25,-0.25,18.210246290385044
45.25,2.25,14.598446457983698
45.25,3.0,12.575806595272525
45.25,3.25,15.339406249273168
45.25,3.75,13.124374036125346
45.25,4.0,15.247617445080039
45.25,4.25,15.02239508234203
45.25,4.5,12.920517117901511
45.25,4.75,16.989147663502138
45.25,5.0,16.770508734008615
45.25,5.25,14.92653105918771
45.25,5.5,13.001676300909537
45.25,5.75,13.03452491567441
45.25,6.0,7.49084985042532
45.25,6.25,5.841933637523027
45.25,6.5,5.639855156516887
45.25,6.75,3.8831959162880594
45.25,7.0,5.0160371469712
45.25,7.25,6.980305060777994
45.25,7.5,15.034802483055046
45.25,7.75,18.5316760426644
45.25,8.0,17.846869158307243
45.25,8.25,17.931562293191064
45.25,8.5,18.568105271095817
45.25,8.75,18.741921339243106
45.25,9.0,18.850978619682223
45.25,9.25,18.8840607588549
45.25,9.5,19.078692923246933
45.25,9.75,18.833378536197472
45.25,10.0,19.004921122294775
45.25,10.25,19.185745095377627
45.25,10.5,19.35663071132103
45.25,10.75,19.14087383452295
45.25,11.0,19.65354774303114
45.25,11.25,19.301199327441225
45.25,11.5,20.04537832427991
45.25,11.75,19.21229331794285
45.25,12.0,19.49730872823727
45.25,12.25,18.770387941094043
45.25,13.5,18.31208590074965
45.25,13.75,18.31551264647601
45.25,14.0,17.263272944256073
45.25,14.25,15.25240543704922
45.25,14.5,16.101128348586542
45.25,14.75,12.937761995221706
45.25,15.0,9.944048946068335
45.25,19.0,15.659739357285332
45.25,19.25,15.65462679100682
45.25,19.5,15.801573532911164
45.25,20.0,16.231176480336956
45.25,20.25,16.496085240753814
45.25,20.5,16.68331019342901
45.25,20.75,16.42183526783532
45.25,21.0,17.23119582914603
45.25,21.25,17.41077591993485
45.25,21.5,16.374570101916902
45.25,21.75,14.51235923938799
45.25,22.5,7.927507933374272
45.25,22.75,5.994439450272978
45.25,23.0,8.214192388862557
45.25,23.25,11.021479313293128
45.25,23.5,11.023643908431268
45.25,23.75,9.917213639467093
45.25,24.0,9.905731956357386
45.25,24.25,11.509731747118167
45.25,24.5,12.660299062146976
45.25,24.75,12.9889173764102
45.25,25.0,12.96596599817076
45.25,25.25,10.951048019419545
45.25,25.5,10.222914463248742
45.25,25.75,11.306944098737404
45.25,26.0,13.093482361518511
45.25,26.25,14.126124350523185
45.25,26.5,14.854218011943999
45.25,26.75,17.235181865856077
45.25,27.0,18.90231538839282
45.25,28.25,17.07503383238941
45.25,28.5,15.767852938775434
45.25,28.75,16.19439276061985
45.25,32.5,23.30952767797396
45.25,32.75,24.31935140848566
45.25,33.0,22.004577014533425
45.25,33.25,22.908815621326312
45.25,33.5,22.696852726993768
45.25,33.75,23.824443776342548
45.25,34.0,23.628601909771135
45.25,34.25,24.16501407376097
45.25,35.5,21.975619309052433
45.5,-1.25,17.19669591936446
45.5,-1.0,18.376906939875994
45.5,-0.75,18.21386406524846
45.5,-0.5,17.956494230477063
45.5,-0.25,18.890897035012983
45.5,0.75,16.438032715258032
45.5,1.0,16.82342592980109
45.5,2.0,14.192277302400214
45.5,2.25,13.80562009800002
45.5,2.5,13.027289487978067
45.5,2.75,11.11429307587946
45.5,3.0,12.93012139547551
45.5,3.25,16.657938312415638
45.5,3.5,13.28369589565881
45.5,3.75,12.179818182311976
45.5,4.0,13.30689998733095
45.5,4.25,17.029754564063865
45.5,4.5,15.52840439401865
45.5,4.75,16.6884170036833
45.5,5.0,15.979366617450069
45.5,5.25,15.38306249354872
45.5,5.5,14.699582867139554
45.5,5.75,12.706512112928522
45.5,6.0,13.037285262704927
45.5,6.25,10.090019434207306
45.5,6.5,7.745206274027794
45.5,6.75,4.887447624044171
45.5,7.0,2.1548428010792122
45.5,7.25,2.5927430000450613
45.5,7.5,6.634646740765447
45.5,7.75,12.698801569533543
45.5,8.0,16.203172796471563
45.5,8.25,17.583609130738978
45.5,8.5,18.586200601328528
45.5,8.75,19.339245260085875
45.5,9.0,20.700266517983323
45.5,9.25,21.558757523735494
45.5,9.5,19.46631435955868
45.5,9.75,18.97615104534276
45.5,10.0,19.071226236511166
45.5,10.25,18.09355784168008
45.5,10.5,17.281811711671878
45.5,10.75,17.127755506078245
45.5,11.0,17.688358440253182
45.5,11.25,17.90797881706402
45.5,11.5,18.471350904980454
45.5,11.75,18.684970570065047
45.5,12.0,19.648471600723155
45.5,12.25,19.42554306070258
45.5,12.5,18.652149055725545
45.5,12.75,18.893357516124297
45.5,13.0,18.04640977567408
45.5,13.5,18.5815290843218
45.5,13.75,17.68895880210715
45.5,14.0,14.844147622944092
45.5,14.25,13.08142043068898
45.5,14.5,10.839156213169076
45.5,14.75,10.935103119519852
45.5,19.25,16.005870437779038
45.5,19.5,17.027054857943483
45.5,19.75,16.940144260768932
45.5,20.0,16.532630981738066
45.5,20.25,17.397198991857692
45.5,20.5,17.882292729908954
45.5,21.0,17.03193147948798
45.5,21.25,17.196889559322642
45.5,21.5,17.422334249548328
45.5,21.75,15.88364979412836
45.5,22.0,15.838388503460635
45.5,22.75,9.88801751636754
45.5,23.0,10.861512841987519
45.5,23.25,9.669734893235841
45.5,23.5,6.78883526929792
45.5,23.75,4.999826282959191
45.5,24.0,7.298175427339061
45.5,24.25,9.35452101334397
45.5,24.5,7.701572960335568
45.5,24.75,5.133277481219977
45.5,25.0,5.05363449768339
45.5,25.25,8.707339102961555
45.5,25.5,8.344576723806995
45.5,25.75,8.986157299080503
45.5,26.0,8.77794638426343
45.5,26.25,10.252884394803004
45.5,26.5,11.868999176441037
45.5,26.75,13.931681373258073
45.5,27.0,16.27304381348688
45.5,32.5,22.492677323811677
45.5,32.75,22.4026217556372
45.5,33.0,23.05326026261895
45.5,33.25,23.29319649855455
45.5,33.5,24.0366110928573
45.5,33.75,23.736598158086622
45.5,34.0,23.630445377516992
45.75,-1.25,16.87879757828472
45.75,-1.0,18.768136071120693
45.75,-0.75,18.68141080986726
45.75,0.5,17.590756617800537
45.75,1.0,17.031228489603222
45.75,1.25,17.267723825190387
45.75,1.75,14.221309239422169
45.75,2.0,13.48585585322138
45.75,2.25,13.855017604261718
45.75,2.75,13.20906536682321
45.75,3.0,14.125820786665884
45.75,3.25,17.893286946546993
45.75,3.5,15.952695810123998
45.75,3.75,11.907345226280938
45.75,4.0,14.959368755667583
45.75,4.25,16.62373929302106
45.75,4.75,17.112176122971505
45.75,5.0,17.81197021367359
45.75,5.25,17.199053841534692
45.75,5.5,14.198119932851114
45.75,5.75,13.811524874524707
45.75,6.0,12.408895503310191
45.75,6.25,10.465115830116758
45.75,6.5,8.521387775059054
45.75,6.75,3.3870150320885273
45.75,7.0,4.188695295399157
45.75,7.25,8.558780823495738
45.75,7.5,7.558834590711626
45.75,7.75,8.860887321089706
45.75,8.0,8.373584123892783
45.75,8.25,13.806428994048986
45.75,8.5,16.42203705696238
45.75,8.75,17.55055639292624
45.75,9.0,17.87317424672517
45.75,9.25,17.298721753389543
45.75,9.5,16.71234125335718
45.75,9.75,16.230274299238545
45.75,10.0,14.310566376596796
45.75,10.25,12.469065878098206
45.75,10.5,12.211426638049772
45.75,10.75,12.10852966501983
45.75,11.0,12.18609521488645
45.75,11.25,11.02994003820902
45.75,11.5,14.843008389393162
45.75,11.75,16.299775253082032
45.75,12.0,17.895355797284367
45.75,12.25,18.76334089678039
45.75,12.5,19.649328623604504
45.75,12.75,19.527418496200482
45.75,13.0,18.30208654734122
45.75,13.25,19.584954706455562
45.75,13.5,18.674759434859936
45.75,13.75,16.517073110371655
45.75,14.0,14.18314418525489
45.75,14.25,12.465286626021282
45.75,14.5,10.880227020944574
45.75,14.75,11.518750021048788
45.75,15.0,12.01634515072601
45.75,15.25,13.21093706581712
45.75,20.25,16.80822660403362
45.75,20.5,18.090023355936978
45.75,20.75,17.931988401335502
45.75,21.5,16.573558106233804
45.75,21.75,16.824409360795812
45.75,22.0,15.84920237240624
45.75,22.25,13.4454198151181
45.75,22.5,11.188848663347585
45.75,22.75,11.631692286469786
45.75,23.0,14.041225449125477
45.75,23.5,9.772694818938362
45.75,23.75,10.007671455291302
45.75,24.0,11.400557536028714
45.75,24.25,12.346486422578096
45.75,24.5,11.938160137085106
45.75,24.75,11.252911006903332
45.75,25.0,11.981783017496582
45.75,25.5,12.337166478576478
45.75,26.5,7.833237039462347
45.75,26.75,11.637030410063915
45.75,27.0,15.09240392604039
45.75,33.0,22.096374533375126
45.75,33.25,22.95470568938157
45.75,33.5,22.768231275551614
45.75,33.75,22.697146609754384
45.75,34.0,23.222995803235676
45.75,34.25,22.986779363890264
46.0,0.25,17.799549411735654
46.0,1.75,15.055239539773993
46.0,2.0,15.103698335977754
46.0,2.25,16.03496742081586
46.0,2.5,15.59701787852697
46.0,2.75,15.145250225912264
46.0,3.0,15.783211798414186
46.0,3.25,18.207659095389943
46.0,3.5,16.460907891907652
46.0,3.75,13.294164061438437
46.0,4.0,16.754938421763654
46.0,4.25,16.736020153560105
46.0,5.5,12.553226886932293
46.0,5.75,12.411508723512839
46.0,6.0,13.569867519195327
46.0,6.25,11.011065464941794
46.0,6.5,9.047650873336693
46.0,6.75,6.709236051528649
46.0,7.0,2.411036065309645
46.0,7.25,3.1747413971312426
