lat,lon,LST_Celsius_mean
37.75,27.75,25.64578412353859
37.75,28.0,26.36220634999222
37.75,28.25,24.497759700128654
37.75,28.5,23.871589163383078
37.75,28.75,23.519659787138437
37.75,29.0,22.70690700658122
37.75,29.25,22.430783627611277
37.75,29.5,23.096306608638145
37.75,29.75,22.74756555943162
37.75,30.0,21.211092791282624
37.75,30.25,22.286706266120575
37.75,30.5,21.758061909028527
37.75,30.75,19.321963333752592
37.75,31.0,18.877875360170776
37.75,31.25,14.498631079792972
37.75,31.5,15.508569857985549
37.75,31.75,22.85562983736469
37.75,32.0,22.06539720404197
37.75,32.25,22.734905488817276
37.75,32.5,26.819233816466635
37.75,32.75,27.5340136399397
37.75,33.0,27.53007269628978
37.75,33.25,27.786330952873755
37.75,33.5,27.95534417935579
37.75,33.75,27.398138904892335
37.75,34.0,30.152212261733723
37.75,34.25,29.72147434755027
37.75,34.5,28.010732541846778
37.75,34.75,23.223125282209367
37.75,35.0,18.70530421326714
37.75,35.25,11.966542479716622
37.75,35.5,19.82047578435032
37.75,35.75,21.765701847313892
37.75,36.0,19.601433712895243
37.75,36.25,17.91150048524156
37.75,36.5,18.493176192313058
37.75,36.75,24.792274005386048
37.75,37.0,21.820106313609244
37.75,37.25,20.50112124800296
37.75,37.5,26.325469716278803
37.75,37.75,27.868317142392698
37.75,38.0,28.509848128469798
38.0,-8.75,24.35798178252753
38.0,-8.5,27.508268796635377
38.0,-7.5,30.151481002861146
38.0,-7.25,29.439377130775256
38.0,-7.0,27.599860556268652
38.0,-6.75,26.217069226678007
38.0,-6.5,26.579553283750272
38.0,-6.25,26.96758607876984
38.0,-6.0,27.50880081992858
38.0,-5.75,26.316132964034864
38.0,-5.5,25.521218708368565
38.0,-5.25,24.944981521131353
38.0,-5.0,24.320977878212716
38.0,-4.75,25.270540495058526
38.0,-4.5,27.069509414560116
38.0,-4.25,27.348260523378315
38.0,-4.0,27.725350374673496
38.0,-3.75,28.09760076802462
38.0,-3.5,26.63658113490743
38.0,-3.25,27.281126416698896
38.0,-3.0,23.73094307370212
38.0,-2.75,20.253518496083814
38.0,-2.5,21.919160203073204
38.0,-2.25,23.645375881273765
38.0,-2.0,24.861933344160434
38.0,-1.75,23.858104102720574
38.0,-1.5,25.03329850450234
38.0,-1.25,26.434168787757926
38.0,-1.0,25.519971104928516
38.0,-0.75,24.23255632179007
38.0,12.25,22.33727935311856
38.0,12.5,23.91580610107144
38.0,12.75,22.801718545394067
38.0,13.0,23.099596292467822
38.0,13.25,21.75056710089541
38.0,13.5,21.84558415915103
38.0,14.0,19.829911430341156
38.0,14.25,20.08106944819673
38.0,14.5,18.41997944562138
38.0,14.75,18.063561213619096
38.0,15.0,19.252336856019156
38.0,15.25,19.591081654495156
38.0,15.5,19.92891538092283
38.0,15.75,21.036835553992887
38.0,16.0,20.90368268913818
38.0,16.25,23.92129332657248
38.0,20.5,23.97061574467432
38.0,20.75,21.172200627083726
38.0,21.0,22.483228346456656
38.0,21.25,23.57520083762722
38.0,21.5,23.818121030077236
38.0,21.75,21.739105061870987
38.0,22.0,19.406663932581864
38.0,22.25,17.26709707951784
38.0,22.5,19.66700844658061
38.0,22.75,23.706048918667648
38.0,23.0,22.959176204562823
