lat,lon,LST_Kelvin,LST_Celsius
35.25,-6.0,287.768,14.617999999999995
35.25,-5.75,288.66918918918924,15.519189189189262
35.25,-5.25,279.6566666666667,6.5066666666667174
35.25,-5.0,282.91886792452834,9.768867924528365
35.25,-3.0,288.7256521739131,15.575652173913113
35.25,-1.5,289.2557894736842,16.10578947368424
35.25,-1.25,291.27174603174603,18.121746031746056
35.25,-1.0,291.97246666666666,18.822466666666685
35.25,-0.75,289.4846,16.334600000000023
35.25,-0.5,289.47906666666665,16.329066666666677
35.25,-0.25,288.44545454545454,15.295454545454561
35.25,-0.0,287.0838095238095,13.933809523809543
35.25,0.25,289.5140666666667,16.3640666666667
35.25,0.5,289.14313333333337,15.99313333333339
35.25,0.75,288.4104,15.260400000000004
35.25,1.0,289.0992,15.949200000000019
35.25,1.25,287.82353333333333,14.673533333333353
35.25,1.5,289.6256,16.475600000000043
35.25,1.75,287.3804666666667,14.2304666666667
35.25,2.0,286.13905084745767,12.98905084745769
35.25,2.25,285.6951333333334,12.54513333333341
35.25,2.5,284.8839730639731,11.73397306397311
35.25,2.75,284.7854,11.635400000000004
35.25,3.0,286.01026666666667,12.86026666666669
35.25,3.25,286.6299333333333,13.47993333333335
35.25,3.5,284.5136,11.36360000000002
35.25,3.75,285.53086666666667,12.380866666666691
35.25,4.0,285.6722666666667,12.522266666666724
35.25,4.25,284.9161403508772,11.766140350877208
35.25,4.5,285.56087542087545,12.41087542087547
35.25,4.75,286.4302389078498,13.28023890784982
35.25,5.0,287.80525,14.655250000000024
35.25,5.5,283.0897959183674,9.939795918367395
35.25,5.75,282.54757575757577,9.397575757575794
35.25,6.0,281.6257446808511,8.475744680851108
35.25,6.25,278.5508064516129,5.400806451612937
35.25,6.5,280.245925925926,7.095925925925997
35.25,6.75,280.792,7.641999999999996
35.25,7.0,281.654,8.504000000000019
35.25,7.25,283.70607287449394,10.556072874493964
35.25,7.5,281.62339483394834,8.473394833948362
35.25,7.75,281.1193717277487,7.969371727748751
35.25,8.0,280.72380952380956,7.573809523809587
35.25,8.25,280.36474074074073,7.214740740740751
35.25,8.5,281.5372,8.387200000000007
35.25,8.75,281.4189189189189,8.268918918918928
