lat,lon,LST_Kelvin,LST_Celsius
35.25,-6.0,290.300234375,17.150234375000025
35.25,-5.75,289.62846666666667,16.47846666666669
35.25,-5.5,286.3659333333333,13.21593333333334
35.25,-5.25,285.371237458194,12.221237458194025
35.25,-5.0,288.05403508771934,14.904035087719365
35.25,-4.75,287.97,14.82000000000005
35.25,-3.0,287.6091304347826,14.45913043478265
35.25,-1.5,287.1421052631579,13.992105263157896
35.25,-1.25,284.9440298507463,11.794029850746313
35.25,-1.0,284.57836734693876,11.428367346938785
35.25,-0.75,286.6860606060606,13.53606060606063
35.25,-0.5,284.30148148148146,11.151481481481483
35.25,-0.25,283.80525547445257,10.655255474452588
35.25,-0.0,284.61776000000003,11.467760000000055
35.25,0.25,286.8298327759197,13.679832775919749
35.25,0.5,284.47136363636366,11.321363636363685
35.25,2.5,278.4631775700935,5.313177570093501
35.25,2.75,280.20477419354836,7.054774193548383
35.25,3.0,277.57037037037037,4.420370370370392
35.25,3.25,279.2649275362319,6.114927536231903
35.25,3.5,279.20988372093024,6.059883720930259
35.25,3.75,279.3844094488189,6.234409448818894
35.25,4.0,279.2667716535433,6.11677165354331
35.25,4.25,282.5890657439447,9.439065743944695
35.25,4.5,285.0889491525424,11.93894915254242
35.25,4.75,285.8064,12.65640000000002
35.25,5.0,285.12490974729246,11.974909747292486
35.25,5.25,286.45820069204154,13.308200692041567
35.25,5.5,286.69594594594594,13.54594594594596
35.25,5.75,284.2509333333333,11.10093333333333
35.25,6.0,280.9839175257732,7.833917525773245
35.25,6.25,276.3120819112628,3.162081911262817
35.25,6.5,277.65895470383276,4.508954703832785
35.25,6.75,282.1442953020134,8.994295302013427
35.25,7.0,283.02802675585286,9.878026755852886
35.25,7.25,286.0982,12.948200000000043
35.25,7.5,285.8734666666667,12.723466666666695
35.25,7.75,286.8824666666667,13.73246666666671
35.25,8.0,285.1912765957447,12.041276595744705
35.25,8.25,286.91430508474576,13.764305084745786
35.25,8.5,287.65026845637584,14.500268456375863
35.25,8.75,287.5028,14.352800000000002
35.25,9.0,288.11539999999997,14.965399999999988
35.25,9.25,288.88553333333334,15.735533333333365
35.25,9.5,288.5278,15.377800000000036
35.25,9.75,288.8936026936027,15.743602693602725
35.25,10.0,290.6449333333333,17.494933333333336
35.25,10.25,289.36766666666665,16.217666666666673
35.25,10.5,289.88753333333335,16.737533333333374
35.25,10.75,287.29046666666665,14.140466666666669
