lat,lon,LST_Kelvin,LST_Celsius
35.25,-1.5,280.06,6.910000000000025
35.25,-1.25,280.71849056603776,7.568490566037781
35.25,-0.25,280.12931034482756,6.9793103448275815
35.25,-0.0,283.0193023255814,9.86930232558143
35.25,0.25,287.2691525423729,14.119152542372944
35.25,0.5,287.7808391608392,14.63083916083923
35.25,0.75,287.15628691983125,14.006286919831268
35.25,1.0,286.7046017699115,13.554601769911528
35.25,1.25,283.43970588235294,10.289705882352962
35.25,1.5,286.4215702479339,13.271570247933937
35.25,1.75,286.71832635983264,13.568326359832668
35.25,2.0,282.7944247787611,9.644424778761106
35.25,2.25,278.0227450980392,4.872745098039218
35.25,2.5,278.01666666666665,4.866666666666674
35.25,2.75,279.05619047619047,5.906190476190488
35.25,3.0,279.65184210526314,6.501842105263165
35.25,3.25,282.79566666666665,9.64566666666667
35.25,3.5,283.88773234200744,10.737732342007462
35.25,3.75,284.4293470790378,11.279347079037848
35.25,4.0,285.8432,12.693200000000047
35.25,4.25,285.4483673469388,12.298367346938846
35.25,4.5,284.93724832214764,11.787248322147661
35.25,4.75,284.2679865771812,11.117986577181227
35.25,5.0,284.57993243243243,11.429932432432452
35.25,5.25,284.68297101449275,11.532971014492773
35.25,5.5,284.81191780821916,11.661917808219187
35.25,5.75,285.29645484949833,12.146454849498355
35.25,6.0,284.4955639097745,11.345563909774512
35.25,6.25,274.02074074074073,0.8707407407407572
35.25,6.5,276.68515463917527,3.535154639175289
35.25,6.75,281.76954356846477,8.619543568464792
35.25,7.0,282.13425287356324,8.984252873563264
35.25,7.25,287.470780141844,14.320780141844011
35.25,7.5,284.3603015075377,11.210301507537736
35.25,7.75,286.2913725490196,13.14137254901965
35.25,8.0,281.90956521739133,8.759565217391355
35.25,8.25,282.408085106383,9.258085106383021
35.25,8.5,285.9759726962458,12.825972696245799
35.25,8.75,284.61053333333336,11.460533333333387
35.25,9.0,285.3404013377926,12.19040133779265
35.25,9.25,287.3071672354949,14.15716723549491
35.25,9.5,287.9306081081081,14.78060810810814
35.25,9.75,288.85030303030305,15.700303030303076
35.25,10.0,289.45744525547445,16.307445255474477
35.25,10.25,289.67477966101694,16.524779661016964
35.25,10.5,290.4172666666667,17.26726666666673
35.25,10.75,289.163,16.013000000000034
35.25,11.0,288.7954696132597,15.645469613259706
35.25,23.75,274.812,1.6620000000000346
35.25,24.0,270.84558139534886,-2.3044186046511186
35.25,24.25,280.68477064220184,7.534770642201863
35.25,24.5,283.33967032967035,10.189670329670378
35.25,24.75,282.58857142857147,9.438571428571493
35.25,25.0,284.08508333333333,10.935083333333353
35.25,25.25,284.83503759398496,11.685037593984987
35.25,25.5,285.092,11.942000000000007
35.25,25.75,284.82876404494385,11.678764044943875
35.25,26.25,283.38,10.230000000000018
35.25,33.75,284.4820833333334,11.3320833333334
35.25,36.75,289.7779591836735,16.62795918367351
35.25,37.0,286.7141772151899,13.564177215189943
35.25,37.25,286.3904406779661,13.240440677966149
35.25,37.5,285.8888648648649,12.738864864864922
35.25,37.75,289.03239057239057,15.882390572390591
35.25,38.0,288.1809411764706,15.030941176470606
35.5,-1.25,280.5064,7.356400000000008
35.5,-1.0,280.0866666666667,6.936666666666724
35.5,-0.25,280.51417322834646,7.364173228346488
35.5,-0.0,281.8595,8.709500000000048
35.5,0.25,283.785,10.635000000000048
35.5,0.5,285.3128823529412,12.16288235294121
35.5,0.75,286.1972850678733,13.047285067873304
35.5,1.0,286.6578260869565,13.507826086956527
35.5,1.25,283.5288888888889,10.378888888888923
35.5,1.5,284.3643410852713,11.214341085271315
35.5,1.75,285.2002693602694,12.050269360269397
35.5,2.0,281.1577685950414,8.007768595041398
35.5,2.25,279.3143732590529,6.1643732590529225
35.5,2.5,277.9236111111111,4.773611111111109
35.5,2.75,278.3431472081218,5.193147208121843
35.5,3.0,279.8097131147541,6.65971311475414
35.5,3.25,281.60471306471305,8.454713064713076
35.5,3.5,285.21554298642536,12.065542986425385
35.5,3.75,285.8750888888889,12.725088888888934
35.5,4.0,285.9690444444445,12.8190444444445
35.5,4.25,286.3954457831325,13.245445783132539
35.5,4.5,286.310794520548,13.160794520547995
35.5,4.75,285.3132675709001,12.163267570900132
35.5,5.0,285.40883777239713,12.258837772397158
35.5,5.25,285.9154473386183,12.765447338618344
35.5,5.5,286.0948712206047,12.944871220604739
35.5,5.75,281.87952732644015,8.729527326440177
35.5,6.0,281.0065866209262,7.856586620926237
35.5,6.25,282.0423762376237,8.89237623762375
35.5,6.5,286.18650273224046,13.036502732240479
35.5,6.75,285.47112128146455,12.32112128146457
35.5,7.0,284.31847031963474,11.168470319634764
35.5,7.25,284.7754102564103,11.625410256410305
35.5,7.5,285.4357692307692,12.285769230769233
35.5,7.75,284.9508724832215,11.800872483221497
35.5,8.0,284.9135429262394,11.763542926239438
35.5,8.25,283.730242510699,10.580242510699009
35.5,8.5,284.865641025641,11.715641025641048
35.5,8.75,283.0814662084765,9.931466208476536
35.5,9.0,283.9526315789474,10.802631578947398
35.5,9.25,285.70741784037557,12.557417840375592
35.5,9.5,286.5879156908665,13.437915690866532
35.5,9.75,290.02768321513,16.877683215130048
35.5,10.0,290.4679005524862,17.317900552486208
35.5,10.25,289.91755555555557,16.76755555555559
35.5,10.5,289.905393258427,16.755393258427034
35.5,10.75,289.0309090909091,15.880909090909142
35.5,11.0,288.81632183908044,15.666321839080467
35.5,23.75,282.07979729729726,8.929797297297284
35.5,24.0,282.75676691729325,9.606766917293271
35.5,24.25,283.8150214592275,10.665021459227546
35.5,24.5,283.78222222222223,10.632222222222254
35.5,24.75,283.555,10.40500000000003
35.5,25.0,284.83239436619715,11.682394366197173
35.5,25.25,285.91833333333335,12.768333333333374
35.5,33.75,284.22880000000004,11.078800000000058
35.5,36.5,284.08425531914895,10.934255319148974
35.5,36.75,287.85025210084035,14.700252100840373
35.5,37.0,287.86400589101623,14.714005891016257
35.5,37.25,286.87806315789476,13.72806315789478
35.5,37.5,284.8275661375662,11.677566137566203
35.5,37.75,286.69023909985935,13.540239099859377
35.5,38.0,287.1709019607843,14.020901960784329
35.75,-0.75,278.3,5.150000000000034
35.75,-0.5,279.724,6.574000000000012
35.75,-0.25,281.3887356321839,8.238735632183932
35.75,-0.0,282.6082666666667,9.458266666666702
35.75,0.25,281.46153846153845,8.311538461538476
35.75,0.5,279.49692307692305,6.346923076923076
35.75,0.75,281.8376923076923,8.687692307692316
35.75,1.0,285.3644230769231,12.21442307692314
35.75,1.25,285.14503529411763,11.995035294117656
35.75,1.5,282.20025974025975,9.050259740259776
35.75,2.25,281.56,8.410000000000025
35.75,2.5,284.016,10.866000000000042
35.75,2.75,277.36,4.210000000000036
35.75,3.0,282.0525581395349,8.902558139534904
35.75,3.25,283.4970631424376,10.347063142437605
35.75,3.5,284.8947050754458,11.744705075445836
35.75,3.75,286.3057571214393,13.155757121439308
35.75,4.0,286.41705056179774,13.26705056179776
35.75,4.25,286.0360675883257,12.886067588325716
35.75,4.5,286.61260073260075,13.462600732600777
35.75,4.75,286.39825850340134,13.24825850340136
35.75,5.0,286.23436111111107,13.084361111111093
35.75,5.25,284.7254324734446,11.575432473444607
35.75,5.5,285.30992526158445,12.159925261584476
35.75,5.75,284.2569439728353,11.106943972835325
35.75,6.0,283.94564304461943,10.795643044619453
35.75,6.25,284.11252032520326,10.962520325203286
35.75,6.5,283.90845700824497,10.758457008244989
35.75,6.75,283.48719730941707,10.337197309417093
35.75,7.0,282.43904761904764,9.289047619047665
35.75,7.25,283.5184108967083,10.368410896708326
35.75,7.5,284.08743764172334,10.937437641723363
35.75,7.75,285.26029115341544,12.11029115341546
35.75,8.0,284.0329254727475,10.882925472747502
35.75,8.25,285.00252232142856,11.85252232142858
35.75,8.5,285.66227272727275,12.512272727272773
35.75,8.75,285.00401836969,11.854018369690039
35.75,9.0,283.6237980769231,10.473798076923117
35.75,9.25,282.6801217656012,9.530121765601223
35.75,9.5,285.3912643678161,12.241264367816143
35.75,9.75,285.57131474103585,12.421314741035872
35.75,10.0,287.9527896995708,14.802789699570837
35.75,10.25,288.672170212766,15.522170212766014
35.75,10.5,288.5972426470588,15.447242647058829
35.75,10.75,288.3770612244898,15.22706122448983
35.75,11.0,288.24493150684935,15.094931506849377
35.75,23.75,282.6425641025641,9.492564102564131
35.75,36.25,278.63,5.480000000000018
35.75,36.5,283.2593181818182,10.109318181818196
35.75,36.75,286.71743119266057,13.567431192660592
35.75,37.0,288.1900737100737,15.040073710073727
35.75,37.25,285.8963720930233,12.746372093023297
35.75,37.5,282.5281512605042,9.37815126050424
35.75,37.75,283.7327086383602,10.582708638360202
35.75,38.0,284.16450000000003,11.014500000000055
36.0,-0.5,278.67636363636365,5.526363636363669
36.0,-0.25,280.4709090909091,7.32090909090914
36.0,-0.0,283.6237931034483,10.473793103448315
36.0,0.25,282.337196969697,9.187196969697027
36.0,0.5,280.00125,6.85125000000005
36.0,0.75,281.3726315789474,8.222631578947414
36.0,1.0,284.4022482435597,11.252248243559734
36.0,1.25,284.55669724770644,11.406697247706461
36.0,1.5,284.535,11.385000000000048
36.0,2.25,279.94,6.7900000000000205
36.0,2.5,278.5630769230769,5.413076923076915
36.0,2.75,281.7001550387597,8.550155038759726
36.0,3.0,283.8008866995074,10.650886699507396
36.0,3.25,285.538410041841,12.388410041841041
36.0,3.5,287.98367892976586,14.833678929765881
36.0,3.75,288.20694871794876,15.056948717948785
