lat,lon,LST_Kelvin,LST_Celsius
35.25,-6.0,304.8311029411765,31.681102941176505
35.25,-5.75,306.36066666666665,33.21066666666667
35.25,-5.5,302.6798,29.529800000000023
35.25,-5.25,301.52906666666667,28.379066666666688
35.25,-5.0,302.72456140350874,29.574561403508767
35.25,-4.75,298.4,25.25
35.25,-3.0,299.85560000000004,26.70560000000006
35.25,-1.5,296.53789473684213,23.387894736842156
35.25,-1.25,300.89422924901186,27.74422924901188
35.25,-1.0,304.16636363636366,31.01636363636368
35.25,-0.75,303.71212328767126,30.562123287671284
35.25,-0.5,303.6740322580645,30.52403225806455
35.25,-0.25,302.6455,29.49550000000005
35.25,-0.0,303.8394666666667,30.689466666666704
35.25,0.25,310.6317894736842,37.481789473684216
35.25,0.5,309.276,36.12600000000003
35.25,0.75,312.2819333333333,39.131933333333336
35.25,1.0,312.23645484949833,39.08645484949835
35.25,1.25,310.5208,37.37080000000003
35.25,1.5,311.5446,38.394600000000025
35.25,1.75,314.9910666666667,41.841066666666734
35.25,2.0,317.3436,44.1936
35.25,2.25,317.163,44.013000000000034
35.25,2.5,313.7984666666667,40.64846666666671
35.25,2.75,306.9532142857143,33.80321428571432
35.25,3.0,311.36936026936024,38.219360269360266
35.25,3.25,309.12314720812185,35.97314720812187
35.25,3.5,302.0779166666667,28.927916666666704
35.25,3.75,313.1884905660378,40.03849056603781
35.25,4.0,315.8079333333333,42.65793333333335
35.25,4.25,313.31126666666665,40.16126666666668
35.25,4.5,315.9511333333333,42.801133333333325
35.25,4.75,316.63960000000003,43.48960000000005
35.25,5.0,312.7830666666667,39.63306666666671
35.25,5.25,314.45313333333337,41.30313333333339
35.25,5.5,314.7479333333333,41.597933333333344
35.25,5.75,312.1714666666667,39.0214666666667
35.25,6.0,306.29530516431925,33.14530516431927
35.25,7.0,298.65263157894736,25.502631578947387
35.25,7.25,301.1590049751244,28.009004975124412
35.25,7.5,304.01453333333336,30.864533333333384
35.25,7.75,308.00066666666663,34.850666666666655
35.25,8.0,306.1976666666667,33.047666666666714
35.25,8.25,309.28826666666663,36.13826666666665
35.25,8.5,315.177,42.027000000000044
35.25,8.75,315.01573333333334,41.86573333333337
35.25,9.0,313.6811333333333,40.531133333333344
35.25,9.25,314.08166666666665,40.93166666666667
35.25,9.5,314.82573333333335,41.67573333333337
35.25,9.75,312.67546666666664,39.52546666666666
35.25,10.0,315.6716,42.521600000000035
35.25,10.25,316.1202666666667,42.9702666666667
35.25,10.5,315.45073333333335,42.30073333333337
35.25,10.75,315.53293333333335,42.38293333333337
35.25,11.0,313.29720000000003,40.147200000000055
35.25,23.5,297.0445045045045,23.89450450450454
35.25,23.75,296.67313333333334,23.523133333333362
35.25,24.0,291.4318,18.281800000000032
35.25,24.25,296.36950191570884,23.21950191570886
35.25,24.5,298.305376344086,25.15537634408605
35.25,24.75,299.21953333333335,26.069533333333368
35.25,25.0,300.05984375,26.90984375000005
35.25,25.25,300.7162025316456,27.566202531645615
35.25,25.5,297.7057142857143,24.555714285714316
35.25,25.75,296.68682352941175,23.536823529411777
35.25,26.25,292.85,19.700000000000045
35.25,26.75,295.90666666666664,22.75666666666666
35.25,27.0,296.3616666666667,23.2116666666667
35.25,33.0,306.8087562189055,33.65875621890552
35.25,33.25,302.71525252525254,29.56525252525256
35.25,33.5,302.37875,29.228750000000048
35.25,33.75,305.12546712802765,31.975467128027674
35.25,34.0,307.6692134831461,34.51921348314613
35.25,36.0,297.55679324894516,24.406793248945178
35.25,36.25,295.04513333333335,21.895133333333376
35.25,36.5,300.4789297658863,27.3289297658863
35.25,36.75,301.3240650406504,28.17406504065042
35.25,37.0,303.81768518518516,30.667685185185178
35.25,37.25,305.85016949152543,32.70016949152546
35.25,37.5,306.42972789115646,33.27972789115648
35.25,37.75,305.07356401384084,31.92356401384086
35.25,38.0,301.55034482758623,28.400344827586252
35.5,-6.0,303.42003724394783,30.270037243947854
35.5,-5.75,304.27166666666665,31.12166666666667
35.5,-5.5,304.0484888888889,30.89848888888895
35.5,-5.25,302.5173146853147,29.36731468531474
35.5,-5.0,303.61934065934065,30.469340659340673
35.5,-3.0,298.4818181818182,25.33181818181822
35.5,-1.25,300.5388815789474,27.388881578947405
35.5,-1.0,303.7540750323415,30.60407503234154
35.5,-0.75,304.0766787878788,30.926678787878814
35.5,-0.5,301.76192592592594,28.61192592592596
