station,latitude,longitude,brightness_temp_37v,temperature
AMF_US-Aud_BASE-BADM_4-1,31.59,-110.51,,283.315
AMF_US-MMS_BASE-BADM_25-5,39.32,-86.41,,280.58
FLX_FR-LBr_FLUXNET2015_FULLSET_1996-2008_1-4,44.72,-0.77,244.24222421874998,279.095
FLX_IT-Col_FLUXNET2015_FULLSET_1996-2014_1-4,41.85,13.59,253.0101525,273.804
