station,latitude,longitude,brightness_temp_37v,temperature
AMF_US-Blk_BASE-BADM_2-1,44.16,-103.65,,277.605
AMF_US-MMS_BASE-BADM_25-5,39.32,-86.41,,296.26
FLX_DE-Geb_FLUXNET2015_FULLSET_2001-2014_1-4,51.1,10.91,278.22001765625,289.31
FLX_IT-Col_FLUXNET2015_FULLSET_1996-2014_1-4,41.85,13.59,261.56320937500004,285.828
FLX_NL-Loo_FLUXNET2015_FULLSET_1996-2014_1-4,52.17,5.74,269.0250478125,288.54
