station,latitude,longitude,brightness_temp_37v,temperature
AMF_US-Aud_BASE-BADM_4-1,31.59,-110.51,,299.745
AMF_US-Bkg_BASE-BADM_4-1,44.35,-96.84,,289.815
AMF_US-Bo1_BASE-BADM_2-1,40.01,-88.29,,290.915
AMF_US-Dk3_BASE-BADM_4-5,35.98,-79.09,,295.719
AMF_US-FPe_BASE-BADM_2-1,48.31,-105.1,,285.96
AMF_US-MMS_BASE-BADM_25-5,39.32,-86.41,,293.1
FLX_DE-Geb_FLUXNET2015_FULLSET_2001-2014_1-4,51.1,10.91,278.11969156249995,289.9
