station,latitude,longitude,brightness_temp_37v,temperature
AMF_US-Aud_BASE-BADM_4-1,31.59,-110.51,,276.85
AMF_US-Bkg_BASE-BADM_4-1,44.35,-96.84,,267.785
AMF_US-Bo1_BASE-BADM_2-1,40.01,-88.29,,274.42
AMF_US-MMS_BASE-BADM_25-5,39.32,-86.41,,276.53
FLX_DE-Hai_FLUXNET2015_FULLSET_2000-2012_1-4,51.08,10.45,261.5244978125,275.015
