station,latitude,longitude,brightness_temp_37v,temperature
AMF_US-Bkg_BASE-BADM_4-1,44.35,-96.84,,283.085
AMF_US-Bo2_BASE-BADM_2-1,40.01,-88.29,,279.845
AMF_US-MMS_BASE-BADM_25-5,39.32,-86.41,,285.59
AMF_US-MOz_BASE-BADM_11-5,38.7,-92.2,,287.852
FLX_IT-Col_FLUXNET2015_FULLSET_1996-2014_1-4,41.85,13.59,251.267435,273.272
FLX_NL-Loo_FLUXNET2015_FULLSET_1996-2014_1-4,52.17,5.74,263.21663546875004,281.83
