station,latitude,longitude,brightness_temp_37v,temperature
AMF_US-Aud_BASE-BADM_4-1,31.59,-110.51,,288.53
AMF_US-Bo1_BASE-BADM_2-1,40.01,-88.29,,281.0
AMF_US-FPe_BASE-BADM_2-1,48.31,-105.1,,271.15
AMF_US-MMS_BASE-BADM_25-5,39.32,-86.41,,285.16
FLX_DE-Hai_FLUXNET2015_FULLSET_2000-2012_1-4,51.08,10.45,272.46978624999997,284.45
FLX_FR-LBr_FLUXNET2015_FULLSET_1996-2008_1-4,44.72,-0.77,255.63837531250002,287.98
