station,latitude,longitude,brightness_temp_37v,temperature
AMF_US-Aud_BASE-BADM_4-1,31.59,-110.51,,281.21
AMF_US-Bkg_BASE-BADM_4-1,44.35,-96.84,,269.19
AMF_US-Blk_BASE-BADM_2-1,44.16,-103.65,,270.35
AMF_US-Bo1_BASE-BADM_2-1,40.01,-88.29,,274.235
AMF_US-MMS_BASE-BADM_25-5,39.32,-86.41,,277.26
FLX_DE-Geb_FLUXNET2015_FULLSET_2001-2014_1-4,51.1,10.91,265.4730471875,276.245
FLX_DE-Hai_FLUXNET2015_FULLSET_2000-2012_1-4,51.08,10.45,266.243523125,276.145
