station,latitude,longitude,brightness_temp_37v,temperature
AMF_US-FPe_BASE-BADM_2-1,48.31,-105.1,,288.215
AMF_US-MMS_BASE-BADM_25-5,39.32,-86.41,,286.01
AMF_US-MOz_BASE-BADM_11-5,38.7,-92.2,,288.125
FLX_DE-Hai_FLUXNET2015_FULLSET_2000-2012_1-4,51.08,10.45,266.8083071875,280.04
FLX_NL-Loo_FLUXNET2015_FULLSET_1996-2014_1-4,52.17,5.74,256.126098125,283.23
