station,latitude,longitude,brightness_temp_37v,temperature
AMF_US-Aud_BASE-BADM_4-1,31.59,-110.51,,283.62
AMF_US-Dk3_BASE-BADM_4-5,35.98,-79.09,,286.63
AMF_US-MMS_BASE-BADM_25-5,39.32,-86.41,,284.7
FLX_DE-Geb_FLUXNET2015_FULLSET_2001-2014_1-4,51.1,10.91,265.63249078125,274.76
FLX_IT-Col_FLUXNET2015_FULLSET_1996-2014_1-4,41.85,13.59,,280.071
