station,latitude,longitude,brightness_temp_37v,temperature
AMF_US-Blk_BASE-BADM_2-1,44.16,-103.65,,278.845
AMF_US-Bo1_BASE-BADM_2-1,40.01,-88.29,,294.45
AMF_US-Dk3_BASE-BADM_4-5,35.98,-79.09,,294.33
AMF_US-MMS_BASE-BADM_25-5,39.32,-86.41,,294.06
FLX_DE-Geb_FLUXNET2015_FULLSET_2001-2014_1-4,51.1,10.91,272.30222359375,283.515
FLX_DE-Hai_FLUXNET2015_FULLSET_2000-2012_1-4,51.08,10.45,272.6363909375,286.565
