latitude,longitude,land_cover_class
-85.375,-162.375,15
-85.375,-162.125,15
-85.375,-161.875,15
-85.375,-161.625,15
-85.375,-161.375,15
-85.375,-161.125,15
-85.375,-160.875,15
-85.375,-160.625,15
-85.375,-160.375,15
-85.375,-160.125,15
-85.375,-159.875,15
-85.375,-159.625,15
-85.375,-159.375,15
-85.375,-159.125,15
-85.375,-158.875,15
-85.375,-158.625,15
-85.375,-158.375,15
-85.375,-158.125,15
-85.375,-157.875,15
-85.375,-157.625,15
-85.375,-157.375,15
-85.375,-157.125,15
-85.375,-156.875,15
-85.375,-156.625,15
-85.375,-156.375,15
-85.375,-156.125,15
-85.375,-155.875,15
-85.375,-155.625,15
-85.375,-155.375,15
-85.375,-155.125,15
-85.375,-154.875,15
-85.375,-154.625,15
-85.375,-154.375,15
-85.375,-154.125,15
-85.375,-153.875,15
-85.375,-153.625,15
-85.375,-153.375,15
-85.375,-153.125,15
-85.375,-152.875,15
-85.375,-152.625,15
-85.375,-152.375,15
-85.375,-152.125,15
-85.375,-151.875,15
-85.375,-151.625,15
-85.375,-151.375,15
-85.375,-151.125,15
-85.375,-150.875,15
-85.375,-150.625,15
-85.375,-150.375,15
-85.375,-150.125,15
-85.375,-149.875,15
-85.375,-149.625,15
-85.375,-149.375,15
-85.375,-149.125,15
-85.375,-148.875,15
-85.375,-148.625,15
-85.375,-148.375,15
-85.375,-148.125,15
-85.375,-147.875,15
-85.375,-147.625,15
-85.375,-147.375,15
-85.375,-147.125,15
-85.375,-146.875,15
-85.375,-146.625,15
-85.375,-146.375,15
-85.375,-146.125,15
-85.375,-145.875,15
-85.375,-145.625,15
-85.375,-145.375,15
-85.375,-145.125,15
-85.375,-144.875,15
-85.375,-144.625,15
-85.375,-144.375,15
-85.375,-144.125,15
-85.375,-143.875,15
-85.375,-143.625,15
-85.375,-143.375,15
-85.375,-143.125,15
-85.375,-142.875,15
-85.375,-142.625,15
-85.375,-142.375,15
-85.375,-142.125,15
-85.375,-141.875,15
-85.375,-141.625,15
-85.375,-141.375,15
-85.375,-141.125,15
-85.375,-140.875,15
-85.375,-140.625,15
-85.375,-140.375,15
-85.375,-140.125,15
-85.375,-139.875,15
-85.375,-139.625,15
-85.375,-139.375,15
-85.375,-139.125,15
-85.375,-138.875,15
-85.375,-138.625,15
-85.375,-138.375,15
-85.375,-138.125,15
-85.375,-137.875,15
-85.375,-137.625,15
-85.375,-137.375,15
-85.375,-137.125,15
-85.375,-136.875,15
-85.375,-136.625,15
-85.375,-136.375,15
-85.375,-136.125,15
-85.375,-135.875,15
-85.375,-135.625,15
-85.375,-135.375,15
-85.375,-135.125,15
-85.375,-134.875,15
-85.375,-134.625,15
-85.375,-134.375,15
-85.375,-134.125,15
-85.375,-133.875,15
-85.375,-133.625,15
-85.375,-133.375,15
-85.375,-133.125,15
-85.375,-132.875,15
-85.375,-132.625,15
-85.375,-132.375,15
-85.375,-132.125,15
-85.375,-131.875,15
-85.375,-131.625,15
-85.375,-131.375,15
-85.375,-131.125,15
-85.375,-130.875,15
-85.375,-130.625,15
-85.375,-130.375,15
-85.375,-130.125,15
-85.375,-129.875,15
-85.375,-129.625,15
-85.375,-129.375,15
-85.375,-129.125,15
-85.375,-128.875,15
-85.375,-128.625,15
-85.375,-128.375,15
-85.375,-128.125,15
-85.375,-127.875,15
-85.375,-127.625,15
-85.375,-127.375,15
-85.375,-127.125,15
-85.375,-126.875,15
-85.375,-126.625,15
-85.375,-126.375,15
-85.375,-126.125,15
-85.375,-125.875,15
-85.375,-125.625,15
-85.375,-125.375,15
-85.375,-125.125,15
-85.375,-124.875,15
-85.375,-124.625,15
-85.375,-124.375,15
-85.375,-124.125,15
-85.375,-123.875,15
-85.375,-123.625,15
-85.375,-123.375,15
-85.375,-123.125,15
-85.375,-122.875,15
-85.375,-122.625,15
-85.375,-122.375,15
-85.375,-122.125,15
-85.375,-121.875,15
-85.375,-121.625,15
-85.375,-121.375,15
-85.375,-121.125,15
-85.375,-120.875,15
-85.375,-120.625,15
-85.375,-120.375,15
-85.375,-120.125,15
-85.375,-119.875,15
-85.375,-119.625,15
-85.375,-119.375,15
-85.375,-119.125,15
-85.375,-118.875,15
-85.375,-118.625,15
-85.375,-118.375,15
-85.375,-118.125,15
-85.375,-117.875,15
-85.375,-117.625,15
-85.375,-117.375,15
-85.375,-117.125,15
-85.375,-116.875,15
-85.375,-116.625,15
-85.375,-116.375,15
-85.375,-116.125,15
-85.375,-115.875,15
-85.375,-115.625,15
-85.375,-115.375,15
-85.375,-115.125,15
-85.375,-114.875,15
-85.375,-114.625,15
-85.375,-114.375,15
-85.375,-114.125,15
-85.375,-113.875,15
-85.375,-113.625,15
-85.375,-113.375,15
-85.375,-113.125,15
-85.375,-112.875,15
-85.375,-112.625,15
-85.375,-112.375,15
-85.375,-112.125,15
-85.375,-111.875,15
-85.375,-111.625,15
-85.375,-111.375,15
-85.375,-111.125,15
-85.375,-110.875,15
-85.375,-110.625,15
-85.375,-110.375,15
-85.375,-110.125,15
-85.375,-109.875,15
-85.375,-109.625,15
-85.375,-109.375,15
-85.375,-109.125,15
-85.375,-108.875,15
-85.375,-108.625,15
-85.375,-108.375,15
-85.375,-108.125,15
-85.375,-107.875,15
-85.375,-107.625,15
-85.375,-107.375,15
-85.375,-107.125,15
-85.375,-106.875,15
-85.375,-106.625,15
-85.375,-106.375,15
-85.375,-106.125,15
-85.375,-105.875,15
-85.375,-105.625,15
-85.375,-105.375,15
-85.375,-105.125,15
-85.375,-104.875,15
-85.375,-104.625,15
-85.375,-104.375,15
-85.375,-104.125,15
-85.375,-103.875,15
-85.375,-103.625,15
-85.375,-103.375,15
-85.375,-103.125,15
-85.375,-102.875,15
-85.375,-102.625,15
-85.375,-102.375,15
-85.375,-102.125,15
-85.375,-101.875,15
-85.375,-101.625,15
-85.375,-101.375,15
-85.375,-101.125,15
-85.375,-100.875,15
-85.375,-100.625,15
-85.375,-100.375,15
-85.375,-100.125,15
-85.375,-99.875,15
-85.375,-99.625,15
-85.375,-99.375,15
-85.375,-99.125,15
-85.375,-98.875,15
-85.375,-98.625,15
-85.375,-98.375,15
-85.375,-98.125,15
-85.375,-97.875,15
-85.375,-97.625,15
-85.375,-97.375,15
-85.375,-97.125,15
-85.375,-96.875,15
-85.375,-96.625,15
-85.375,-96.375,15
-85.375,-96.125,15
-85.375,-95.875,15
-85.375,-95.625,15
-85.375,-95.375,15
-85.375,-95.125,15
-85.375,-94.875,15
-85.375,-94.625,15
-85.375,-94.375,15
-85.375,-94.125,15
-85.375,-93.875,15
-85.375,-93.625,15
-85.375,-93.375,15
-85.375,-93.125,15
-85.375,-92.875,15
-85.375,-92.625,15
-85.375,-92.375,15
-85.375,-92.125,15
-85.375,-91.875,15
-85.375,-91.625,15
-85.375,-91.375,15
-85.375,-91.125,15
-85.375,-90.875,15
-85.375,-90.625,15
-85.375,-90.375,15
-85.375,-90.125,15
-85.375,-89.875,15
-85.375,-89.625,15
-85.375,-89.375,15
-85.375,-89.125,15
-85.375,-88.875,15
-85.375,-88.625,15
-85.375,-88.375,15
-85.375,-88.125,15
-85.375,-87.875,15
-85.375,-87.625,15
-85.375,-87.375,15
-85.375,-87.125,15
-85.375,-86.875,15
-85.375,-86.625,15
-85.375,-86.375,15
-85.375,-86.125,15
-85.375,-85.875,15
-85.375,-85.625,15
-85.375,-85.375,15
-85.375,-85.125,15
-85.375,-84.875,15
-85.375,-84.625,15
-85.375,-84.375,15
-85.375,-84.125,15
-85.375,-83.875,15
-85.375,-83.625,15
-85.375,-83.375,15
-85.375,-83.125,15
-85.375,-82.875,15
-85.375,-82.625,15
-85.375,-82.375,15
-85.375,-82.125,15
-85.375,-81.875,15
-85.375,-81.625,15
-85.375,-81.375,15
-85.375,-81.125,15
-85.375,-80.875,15
-85.375,-80.625,15
-85.375,-80.375,15
-85.375,-80.125,15
-85.375,-79.875,15
-85.375,-79.625,15
-85.375,-79.375,15
-85.375,-79.125,15
-85.375,-78.875,15
-85.375,-78.625,15
-85.375,-78.375,15
-85.375,-78.125,15
-85.375,-77.875,15
-85.375,-77.625,15
-85.375,-77.375,15
-85.375,-77.125,15
-85.375,-76.875,15
-85.375,-76.625,15
-85.375,-76.375,15
-85.375,-76.125,15
-85.375,-75.875,15
-85.375,-75.625,15
-85.375,-75.375,15
-85.375,-75.125,15
-85.375,-74.875,15
-85.375,-74.625,15
-85.375,-74.375,15
-85.375,-74.125,15
-85.375,-73.875,15
-85.375,-73.625,15
-85.375,-73.375,15
-85.375,-73.125,15
-85.375,-72.875,15
-85.375,-72.625,15
-85.375,-72.375,15
-85.375,-72.125,15
-85.375,-71.875,15
-85.375,-71.625,15
-85.375,-71.375,15
-85.375,-71.125,15
-85.375,-70.875,15
-85.375,-70.625,15
-85.375,-70.375,15
-85.375,-70.125,15
-85.375,-69.875,15
-85.375,-69.625,15
-85.375,-69.375,15
-85.375,-69.125,15
-85.375,-68.875,15
-85.375,-68.625,15
-85.375,-68.375,15
-85.375,-68.125,15
-85.375,-67.875,15
-85.375,-67.625,15
-85.375,-67.375,15
-85.375,-67.125,15
-85.375,-66.875,15
-85.375,-66.625,15
-85.375,-66.375,15
-85.375,-66.125,15
-85.375,-65.875,15
-85.375,-65.625,15
-85.375,-65.375,15
-85.375,-65.125,15
-85.375,-64.875,15
-85.375,-64.625,15
-85.375,-64.375,15
-85.375,-64.125,15
-85.375,-63.875,15
-85.375,-63.625,15
-85.375,-63.375,15
-85.375,-63.125,15
-85.375,-62.875,15
-85.375,-62.625,15
-85.375,-62.375,15
-85.375,-62.125,15
-85.375,-61.875,15
-85.375,-61.625,15
-85.375,-61.375,15
-85.375,-61.125,15
-85.375,-60.875,15
-85.375,-60.625,15
-85.375,-60.375,15
-85.375,-60.125,15
-85.375,-59.875,15
-85.375,-59.625,15
-85.375,-59.375,15
-85.375,-59.125,15
-85.375,-58.875,15
-85.375,-58.625,15
-85.375,-58.375,15
-85.375,-58.125,15
-85.375,-57.875,15
-85.375,-57.625,15
-85.375,-57.375,15
-85.375,-57.125,15
-85.375,-56.875,15
-85.375,-56.625,15
-85.375,-56.375,15
-85.375,-56.125,15
-85.375,-55.875,15
-85.375,-55.625,15
-85.375,-55.375,15
-85.375,-55.125,15
-85.375,-54.875,15
-85.375,-54.625,15
-85.375,-54.375,15
-85.375,-54.125,15
-85.375,-53.875,15
-85.375,-53.625,15
-85.375,-53.375,15
-85.375,-53.125,15
-85.375,-52.875,15
-85.375,-52.625,15
-85.375,-52.375,15
-85.375,-52.125,15
-85.375,-51.875,15
-85.375,-51.625,15
-85.375,-51.375,15
-85.375,-51.125,15
-85.375,-50.875,15
-85.375,-50.625,15
-85.375,-50.375,15
-85.375,-50.125,15
-85.375,-49.875,15
-85.375,-49.625,15
-85.375,-49.375,15
-85.375,-49.125,15
-85.375,-48.875,15
-85.375,-48.625,15
-85.375,-48.375,15
-85.375,-48.125,15
-85.375,-47.875,15
-85.375,-47.625,15
-85.375,-47.375,15
-85.375,-47.125,15
-85.375,-46.875,15
-85.375,-46.625,15
-85.375,-46.375,15
-85.375,-46.125,15
-85.375,-45.875,15
-85.375,-45.625,15
-85.375,-45.375,15
-85.375,-45.125,15
-85.375,-44.875,15
-85.375,-44.625,15
-85.375,-44.375,15
-85.375,-44.125,15
-85.375,-43.875,15
-85.375,-43.625,15
-85.375,-43.375,15
-85.375,-43.125,15
-85.375,-42.875,15
-85.375,-42.625,15
-85.375,-42.375,15
-85.375,-42.125,15
-85.375,-41.875,15
-85.375,-41.625,15
-85.375,-41.375,15
-85.375,-41.125,15
-85.375,-40.875,15
-85.375,-40.625,15
-85.375,-40.375,15
-85.375,-40.125,15
-85.375,-39.875,15
-85.375,-39.625,15
-85.375,-39.375,15
-85.375,-39.125,15
-85.375,-38.875,15
-85.375,-38.625,15
-85.375,-38.375,15
-85.375,-38.125,15
-85.375,-37.875,15
-85.375,-37.625,15
-85.375,-37.375,15
-85.375,-37.125,15
-85.375,-36.875,15
-85.375,-36.625,15
-85.375,-36.375,15
-85.375,-36.125,15
-85.375,-35.875,15
-85.375,-35.625,15
-85.375,-35.375,15
-85.375,-35.125,15
-85.375,-34.875,15
-85.375,-34.625,15
-85.375,-34.375,15
-85.375,-34.125,15
-85.375,-33.875,15
-85.375,-33.625,15
-85.375,-33.375,15
-85.375,-33.125,15
-85.375,-32.875,15
-85.375,-32.625,15
-85.375,-32.375,15
-85.375,-32.125,15
-85.375,-31.875,15
-85.375,-31.625,15
-85.375,-31.375,15
-85.375,-31.125,15
-85.375,-30.875,15
-85.375,-30.625,15
-85.375,-30.375,15
-85.375,-30.125,15
-85.375,-29.875,15
-85.375,-29.625,15
-85.375,-29.375,15
-85.375,-29.125,15
-85.375,-28.875,15
-85.375,-28.625,15
-85.375,-28.375,15
-85.375,-28.125,15
-85.375,-27.875,15
-85.375,-27.625,15
-85.375,-27.375,15
-85.375,-27.125,15
-85.375,-26.875,15
-85.375,-26.625,15
-85.375,-26.375,15
-85.375,-26.125,15
-85.375,-25.875,15
-85.375,-25.625,15
-85.375,-25.375,15
-85.375,-25.125,15
-85.375,-24.875,15
-85.375,-24.625,15
-85.375,-24.375,15
-85.375,-24.125,15
-85.375,-23.875,15
-85.375,-23.625,15
-85.375,-23.375,15
-85.375,-23.125,15
-85.375,-22.875,15
-85.375,-22.625,15
-85.375,-22.375,15
-85.375,-22.125,15
-85.375,-21.875,15
-85.375,-21.625,15
-85.375,-21.375,15
-85.375,-21.125,15
-85.375,-20.875,15
-85.375,-20.625,15
-85.375,-20.375,15
-85.375,-20.125,15
-85.375,-19.875,15
-85.375,-19.625,15
-85.375,-19.375,15
-85.375,-19.125,15
-85.375,-18.875,15
-85.375,-18.625,15
-85.375,-18.375,15
-85.375,-18.125,15
-85.375,-17.875,15
-85.375,-17.625,15
-85.375,-17.375,15
-85.375,-17.125,15
-85.375,-16.875,15
-85.375,-16.625,15
-85.375,-16.375,15
-85.375,-16.125,15
-85.375,-15.875,15
-85.375,-15.625,15
-85.375,-15.375,15
-85.375,-15.125,15
-85.375,-14.875,15
-85.375,-14.625,15
-85.375,-14.375,15
-85.375,-14.125,15
-85.375,-13.875,15
-85.375,-13.625,15
-85.375,-13.375,15
-85.375,-13.125,15
-85.375,-12.875,15
-85.375,-12.625,15
-85.375,-12.375,15
-85.375,-12.125,15
-85.375,-11.875,15
-85.375,-11.625,15
-85.375,-11.375,15
-85.375,-11.125,15
-85.375,-10.875,15
-85.375,-10.625,15
-85.375,-10.375,15
-85.375,-10.125,15
-85.375,-9.875,15
-85.375,-9.625,15
-85.375,-9.375,15
-85.375,-9.125,15
-85.375,-8.875,15
-85.375,-8.625,15
-85.375,-8.375,15
-85.375,-8.125,15
-85.375,-7.875,15
-85.375,-7.625,15
-85.375,-7.375,15
-85.375,-7.125,15
-85.375,-6.875,15
-85.375,-6.625,15
-85.375,-6.375,15
-85.375,-6.125,15
-85.375,-5.875,15
-85.375,-5.625,15
-85.375,-5.375,15
-85.375,-5.125,15
-85.375,-4.875,15
-85.375,-4.625,15
-85.375,-4.375,15
-85.375,-4.125,15
-85.375,-3.875,15
-85.375,-3.625,15
-85.375,-3.375,15
-85.375,-3.125,15
-85.375,-2.875,15
-85.375,-2.625,15
-85.375,-2.375,15
-85.375,-2.125,15
-85.375,-1.875,15
-85.375,-1.625,15
-85.375,-1.375,15
-85.375,-1.125,15
-85.375,-0.875,15
-85.375,-0.625,15
-85.375,-0.375,15
-85.375,-0.125,15
-85.375,0.125,15
-85.375,0.375,15
-85.375,0.625,15
-85.375,0.875,15
-85.375,1.125,15
-85.375,1.375,15
-85.375,1.625,15
-85.375,1.875,15
-85.375,2.125,15
-85.375,2.375,15
-85.375,2.625,15
-85.375,2.875,15
-85.375,3.125,15
-85.375,3.375,15
-85.375,3.625,15
-85.375,3.875,15
-85.375,4.125,15
-85.375,4.375,15
-85.375,4.625,15
-85.375,4.875,15
-85.375,5.125,15
-85.375,5.375,15
-85.375,5.625,15
-85.375,5.875,15
-85.375,6.125,15
-85.375,6.375,15
-85.375,6.625,15
-85.375,6.875,15
-85.375,7.125,15
-85.375,7.375,15
-85.375,7.625,15
-85.375,7.875,15
-85.375,8.125,15
-85.375,8.375,15
-85.375,8.625,15
-85.375,8.875,15
-85.375,9.125,15
-85.375,9.375,15
-85.375,9.625,15
-85.375,9.875,15
-85.375,10.125,15
-85.375,10.375,15
-85.375,10.625,15
-85.375,10.875,15
-85.375,11.125,15
-85.375,11.375,15
-85.375,11.625,15
-85.375,11.875,15
-85.375,12.125,15
-85.375,12.375,15
-85.375,12.625,15
-85.375,12.875,15
-85.375,13.125,15
-85.375,13.375,15
-85.375,13.625,15
-85.375,13.875,15
-85.375,14.125,15
-85.375,14.375,15
-85.375,14.625,15
-85.375,14.875,15
-85.375,15.125,15
-85.375,15.375,15
-85.375,15.625,15
-85.375,15.875,15
-85.375,16.125,15
-85.375,16.375,15
-85.375,16.625,15
-85.375,16.875,15
-85.375,17.125,15
-85.375,17.375,15
-85.375,17.625,15
-85.375,17.875,15
-85.375,18.125,15
-85.375,18.375,15
-85.375,18.625,15
-85.375,18.875,15
-85.375,19.125,15
-85.375,19.375,15
-85.375,19.625,15
-85.375,19.875,15
-85.375,20.125,15
-85.375,20.375,15
-85.375,20.625,15
-85.375,20.875,15
-85.375,21.125,15
-85.375,21.375,15
-85.375,21.625,15
-85.375,21.875,15
-85.375,22.125,15
-85.375,22.375,15
-85.375,22.625,15
-85.375,22.875,15
-85.375,23.125,15
-85.375,23.375,15
-85.375,23.625,15
-85.375,23.875,15
-85.375,24.125,15
-85.375,24.375,15
-85.375,24.625,15
-85.375,24.875,15
-85.375,25.125,15
-85.375,25.375,15
-85.375,25.625,15
-85.375,25.875,15
-85.375,26.125,15
-85.375,26.375,15
-85.375,26.625,15
-85.375,26.875,15
-85.375,27.125,15
-85.375,27.375,15
-85.375,27.625,15
-85.375,27.875,15
-85.375,28.125,15
-85.375,28.375,15
-85.375,28.625,15
-85.375,28.875,15
-85.375,29.125,15
-85.375,29.375,15
-85.375,29.625,15
-85.375,29.875,15
-85.375,30.125,15
-85.375,30.375,15
-85.375,30.625,15
-85.375,30.875,15
-85.375,31.125,15
-85.375,31.375,15
-85.375,31.625,15
-85.375,31.875,15
-85.375,32.125,15
-85.375,32.375,15
-85.375,32.625,15
-85.375,32.875,15
-85.375,33.125,15
-85.375,33.375,15
-85.375,33.625,15
-85.375,33.875,15
-85.375,34.125,15
-85.375,34.375,15
-85.375,34.625,15
-85.375,34.875,15
-85.375,35.125,15
-85.375,35.375,15
-85.375,35.625,15
-85.375,35.875,15
-85.375,36.125,15
-85.375,36.375,15
-85.375,36.625,15
-85.375,36.875,15
-85.375,37.125,15
-85.375,37.375,15
-85.375,37.625,15
-85.375,37.875,15
-85.375,38.125,15
-85.375,38.375,15
-85.375,38.625,15
-85.375,38.875,15
-85.375,39.125,15
-85.375,39.375,15
-85.375,39.625,15
-85.375,39.875,15
-85.375,40.125,15
-85.375,40.375,15
-85.375,40.625,15
-85.375,40.875,15
-85.375,41.125,15
-85.375,41.375,15
-85.375,41.625,15
-85.375,41.875,15
-85.375,42.125,15
-85.375,42.375,15
-85.375,42.625,15
-85.375,42.875,15
-85.375,43.125,15
-85.375,43.375,15
-85.375,43.625,15
-85.375,43.875,15
-85.375,44.125,15
-85.375,44.375,15
-85.375,44.625,15
-85.375,44.875,15
-85.375,45.125,15
-85.375,45.375,15
-85.375,45.625,15
-85.375,45.875,15
-85.375,46.125,15
-85.375,46.375,15
-85.375,46.625,15
-85.375,46.875,15
-85.375,47.125,15
-85.375,47.375,15
-85.375,47.625,15
-85.375,47.875,15
-85.375,48.125,15
-85.375,48.375,15
-85.375,48.625,15
-85.375,48.875,15
-85.375,49.125,15
-85.375,49.375,15
-85.375,49.625,15
-85.375,49.875,15
-85.375,50.125,15
-85.375,50.375,15
-85.375,50.625,15
-85.375,50.875,15
-85.375,51.125,15
-85.375,51.375,15
-85.375,51.625,15
-85.375,51.875,15
-85.375,52.125,15
-85.375,52.375,15
-85.375,52.625,15
-85.375,52.875,15
-85.375,53.125,15
-85.375,53.375,15
-85.375,53.625,15
-85.375,53.875,15
-85.375,54.125,15
-85.375,54.375,15
-85.375,54.625,15
-85.375,54.875,15
-85.375,55.125,15
-85.375,55.375,15
-85.375,55.625,15
-85.375,55.875,15
-85.375,56.125,15
-85.375,56.375,15
-85.375,56.625,15
-85.375,56.875,15
-85.375,57.125,15
-85.375,57.375,15
-85.375,57.625,15
-85.375,57.875,15
-85.375,58.125,15
-85.375,58.375,15
-85.375,58.625,15
-85.375,58.875,15
-85.375,59.125,15
-85.375,59.375,15
-85.375,59.625,15
-85.375,59.875,15
-85.375,60.125,15
-85.375,60.375,15
-85.375,60.625,15
-85.375,60.875,15
-85.375,61.125,15
-85.375,61.375,15
-85.375,61.625,15
-85.375,61.875,15
-85.375,62.125,15
-85.375,62.375,15
-85.375,62.625,15
-85.375,62.875,15
-85.375,63.125,15
-85.375,63.375,15
-85.375,63.625,15
-85.375,63.875,15
-85.375,64.125,15
-85.375,64.375,15
-85.375,64.625,15
-85.375,64.875,15
-85.375,65.125,15
-85.375,65.375,15
-85.375,65.625,15
-85.375,65.875,15
-85.375,66.125,15
-85.375,66.375,15
-85.375,66.625,15
-85.375,66.875,15
-85.375,67.125,15
-85.375,67.375,15
-85.375,67.625,15
-85.375,67.875,15
-85.375,68.125,15
-85.375,68.375,15
-85.375,68.625,15
-85.375,68.875,15
-85.375,69.125,15
-85.375,69.375,15
-85.375,69.625,15
-85.375,69.875,15
-85.375,70.125,15
-85.375,70.375,15
-85.375,70.625,15
-85.375,70.875,15
-85.375,71.125,15
-85.375,71.375,15
-85.375,71.625,15
-85.375,71.875,15
-85.375,72.125,15
-85.375,72.375,15
-85.375,72.625,15
-85.375,72.875,15
-85.375,73.125,15
-85.375,73.375,15
-85.375,73.625,15
-85.375,73.875,15
-85.375,74.125,15
-85.375,74.375,15
-85.375,74.625,15
-85.375,74.875,15
-85.375,75.125,15
-85.375,75.375,15
-85.375,75.625,15
-85.375,75.875,15
-85.375,76.125,15
-85.375,76.375,15
-85.375,76.625,15
-85.375,76.875,15
-85.375,77.125,15
-85.375,77.375,15
-85.375,77.625,15
-85.375,77.875,15
-85.375,78.125,15
-85.375,78.375,15
-85.375,78.625,15
-85.375,78.875,15
-85.375,79.125,15
-85.375,79.375,15
-85.375,79.625,15
-85.375,79.875,15
-85.375,80.125,15
-85.375,80.375,15
-85.375,80.625,15
-85.375,80.875,15
-85.375,81.125,15
-85.375,81.375,15
-85.375,81.625,15
-85.375,81.875,15
-85.375,82.125,15
-85.375,82.375,15
-85.375,82.625,15
-85.375,82.875,15
-85.375,83.125,15
-85.375,83.375,15
-85.375,83.625,15
-85.375,83.875,15
-85.375,84.125,15
-85.375,84.375,15
-85.375,84.625,15
-85.375,84.875,15
-85.375,85.125,15
-85.375,85.375,15
-85.375,85.625,15
-85.375,85.875,15
-85.375,86.125,15
-85.375,86.375,15
-85.375,86.625,15
-85.375,86.875,15
-85.375,87.125,15
-85.375,87.375,15
-85.375,87.625,15
-85.375,87.875,15
-85.375,88.125,15
-85.375,88.375,15
-85.375,88.625,15
-85.375,88.875,15
-85.375,89.125,15
-85.375,89.375,15
-85.375,89.625,15
-85.375,89.875,15
-85.375,90.125,15
-85.375,90.375,15
-85.375,90.625,15
-85.375,90.875,15
-85.375,91.125,15
-85.375,91.375,15
-85.375,91.625,15
-85.375,91.875,15
-85.375,92.125,15
-85.375,92.375,15
-85.375,92.625,15
-85.375,92.875,15
-85.375,93.125,15
-85.375,93.375,15
-85.375,93.625,15
-85.375,93.875,15
-85.375,94.125,15
-85.375,94.375,15
-85.375,94.625,15
-85.375,94.875,15
-85.375,95.125,15
-85.375,95.375,15
-85.375,95.625,15
-85.375,95.875,15
-85.375,96.125,15
-85.375,96.375,15
-85.375,96.625,15
-85.375,96.875,15
-85.375,97.125,15
-85.375,97.375,15
-85.375,97.625,15
-85.375,97.875,15
-85.375,98.125,15
-85.375,98.375,15
-85.375,98.625,15
-85.375,98.875,15
-85.375,99.125,15
-85.375,99.375,15
-85.375,99.625,15
-85.375,99.875,15
-85.375,100.125,15
-85.375,100.375,15
-85.375,100.625,15
-85.375,100.875,15
-85.375,101.125,15
-85.375,101.375,15
-85.375,101.625,15
-85.375,101.875,15
-85.375,102.125,15
-85.375,102.375,15
-85.375,102.625,15
-85.375,102.875,15
-85.375,103.125,15
-85.375,103.375,15
-85.375,103.625,15
-85.375,103.875,15
-85.375,104.125,15
-85.375,104.375,15
-85.375,104.625,15
-85.375,104.875,15
-85.375,105.125,15
-85.375,105.375,15
-85.375,105.625,15
-85.375,105.875,15
-85.375,106.125,15
-85.375,106.375,15
-85.375,106.625,15
-85.375,106.875,15
-85.375,107.125,15
-85.375,107.375,15
-85.375,107.625,15
-85.375,107.875,15
-85.375,108.125,15
-85.375,108.375,15
-85.375,108.625,15
-85.375,108.875,15
-85.375,109.125,15
-85.375,109.375,15
-85.375,109.625,15
-85.375,109.875,15
-85.375,110.125,15
-85.375,110.375,15
-85.375,110.625,15
-85.375,110.875,15
-85.375,111.125,15
-85.375,111.375,15
-85.375,111.625,15
-85.375,111.875,15
-85.375,112.125,15
-85.375,112.375,15
-85.375,112.625,15
-85.375,112.875,15
-85.375,113.125,15
-85.375,113.375,15
-85.375,113.625,15
-85.375,113.875,15
-85.375,114.125,15
-85.375,114.375,15
-85.375,114.625,15
-85.375,114.875,15
-85.375,115.125,15
-85.375,115.375,15
-85.375,115.625,15
-85.375,115.875,15
-85.375,116.125,15
-85.375,116.375,15
-85.375,116.625,15
-85.375,116.875,15
-85.375,117.125,15
-85.375,117.375,15
-85.375,117.625,15
-85.375,117.875,15
-85.375,118.125,15
-85.375,118.375,15
-85.375,118.625,15
-85.375,118.875,15
-85.375,119.125,15
-85.375,119.375,15
-85.375,119.625,15
-85.375,119.875,15
-85.375,120.125,15
-85.375,120.375,15
-85.375,120.625,15
-85.375,120.875,15
-85.375,121.125,15
-85.375,121.375,15
-85.375,121.625,15
-85.375,121.875,15
-85.375,122.125,15
-85.375,122.375,15
-85.375,122.625,15
-85.375,122.875,15
-85.375,123.125,15
-85.375,123.375,15
-85.375,123.625,15
-85.375,123.875,15
-85.375,124.125,15
-85.375,124.375,15
-85.375,124.625,15
-85.375,124.875,15
-85.375,125.125,15
-85.375,125.375,15
-85.375,125.625,15
-85.375,125.875,15
-85.375,126.125,15
-85.375,126.375,15
-85.375,126.625,15
-85.375,126.875,15
-85.375,127.125,15
-85.375,127.375,15
-85.375,127.625,15
-85.375,127.875,15
-85.375,128.125,15
-85.375,128.375,15
-85.375,128.625,15
-85.375,128.875,15
-85.375,129.125,15
-85.375,129.375,15
-85.375,129.625,15
-85.375,129.875,15
-85.375,130.125,15
-85.375,130.375,15
-85.375,130.625,15
-85.375,130.875,15
-85.375,131.125,15
-85.375,131.375,15
-85.375,131.625,15
-85.375,131.875,15
-85.375,132.125,15
-85.375,132.375,15
-85.375,132.625,15
-85.375,132.875,15
-85.375,133.125,15
-85.375,133.375,15
-85.375,133.625,15
-85.375,133.875,15
-85.375,134.125,15
-85.375,134.375,15
-85.375,134.625,15
-85.375,134.875,15
-85.375,135.125,15
-85.375,135.375,15
-85.375,135.625,15
-85.375,135.875,15
-85.375,136.125,15
-85.375,136.375,15
-85.375,136.625,15
-85.375,136.875,15
-85.375,137.125,15
-85.375,137.375,15
-85.375,137.625,15
-85.375,137.875,15
-85.375,138.125,15
-85.375,138.375,15
-85.375,138.625,15
-85.375,138.875,15
-85.375,139.125,15
-85.375,139.375,15
-85.375,139.625,15
-85.375,139.875,15
-85.375,140.125,15
-85.375,140.375,15
