latitude,longitude,pass_type,brightness_temp_19v
35.25,-13.0,ascending,197.56
35.25,-12.75,ascending,197.48856
35.25,-12.5,ascending,196.78166
35.25,-12.25,ascending,196.19249
35.25,-12.0,ascending,195.34
35.25,-11.75,ascending,194.5925
35.25,-11.5,ascending,194.04333
35.25,-11.25,ascending,193.71999
35.25,-11.0,ascending,193.59332
35.25,-10.75,ascending,193.7525
35.25,-10.5,ascending,194.09999
35.25,-10.25,ascending,194.51999
35.25,-10.0,ascending,195.03667
35.25,-9.75,ascending,195.715
35.25,-9.5,ascending,197.64998
35.25,-9.25,ascending,200.13332
35.25,-9.0,ascending,203.09666
35.25,-8.75,ascending,205.87666
35.25,-8.5,ascending,206.8
35.25,-8.25,ascending,207.11499
35.25,-8.0,ascending,207.40666
35.25,-7.75,ascending,208.43
35.25,-7.5,ascending,207.67499
35.25,-7.25,ascending,206.76666
35.25,-7.0,ascending,206.38
35.25,-6.75,ascending,206.57332
35.25,-6.5,ascending,209.03667
35.25,-6.25,ascending,218.19998
35.25,-6.0,ascending,235.075
35.25,-5.75,ascending,260.8
35.25,-5.5,ascending,271.67667
35.25,-5.25,ascending,268.655
35.25,-5.0,ascending,255.60999
35.25,-4.75,ascending,229.40999
35.25,-4.5,ascending,218.48
35.25,-4.25,ascending,213.73999
35.25,-4.0,ascending,217.25
35.25,-3.75,ascending,214.47333
35.25,-3.5,ascending,218.67
35.25,-3.25,ascending,216.66333
35.25,-3.0,ascending,215.23999
35.25,-2.75,ascending,208.12999
35.25,-2.5,ascending,208.22
35.25,-2.25,ascending,206.79
35.25,-2.0,ascending,205.85
35.25,-1.75,ascending,206.535
35.25,-1.5,ascending,215.47667
35.25,-1.25,ascending,236.625
35.25,-1.0,ascending,261.95334
35.25,-0.75,ascending,272.69998
35.25,-0.5,ascending,279.41498
35.25,-0.25,ascending,283.49
35.25,0.0,ascending,288.25998
35.25,0.25,ascending,291.88666
35.25,0.5,ascending,293.65997
35.25,0.75,ascending,293.84665
35.25,1.0,ascending,293.02664
35.25,1.25,ascending,290.155
35.25,1.5,ascending,286.77335
35.25,1.75,ascending,283.36667
35.25,2.0,ascending,283.32
35.25,2.25,ascending,285.84665
35.25,2.5,ascending,288.595
35.25,2.75,ascending,291.34332
35.25,3.0,ascending,293.2525
35.25,3.25,ascending,292.335
35.25,3.5,ascending,290.176
35.25,3.75,ascending,289.865
35.25,4.0,ascending,291.37668
35.25,4.25,ascending,291.0
35.25,4.5,ascending,288.92856
35.25,4.75,ascending,287.4822
35.25,11.75,ascending,199.91374
35.25,12.0,ascending,200.07799
35.25,12.25,ascending,200.20714
35.25,12.5,ascending,200.3675
35.25,12.75,ascending,200.31198
35.25,13.0,ascending,200.005
35.25,13.25,ascending,199.715
35.25,13.5,ascending,199.54999
35.25,13.75,ascending,199.79668
35.25,14.0,ascending,200.55249
35.25,14.25,ascending,202.02998
35.25,14.5,ascending,204.03333
35.25,14.75,ascending,207.005
35.25,15.0,ascending,208.50667
35.25,15.25,ascending,208.48999
35.25,15.5,ascending,205.0
35.25,15.75,ascending,201.22333
35.25,16.0,ascending,199.22667
35.25,16.25,ascending,198.17334
35.25,16.5,ascending,197.23
35.25,16.75,ascending,196.31999
35.25,17.0,ascending,195.14333
35.25,17.25,ascending,194.10999
35.25,17.5,ascending,193.48999
35.25,17.75,ascending,192.98
35.25,18.0,ascending,192.61499
35.25,18.25,ascending,192.40666
35.25,18.5,ascending,192.09
35.25,18.75,ascending,191.70667
35.25,19.0,ascending,191.64
35.25,19.25,ascending,191.64333
35.25,19.5,ascending,191.70499
35.25,19.75,ascending,191.93333
35.25,20.0,ascending,192.44998
35.25,20.25,ascending,192.87
35.25,20.5,ascending,193.32999
35.25,20.75,ascending,193.76666
35.25,21.0,ascending,193.905
35.25,21.25,ascending,193.89499
35.25,21.5,ascending,195.48999
35.25,21.75,ascending,195.97333
35.25,22.0,ascending,196.495
35.25,22.25,ascending,197.2
35.25,22.5,ascending,197.385
35.25,22.75,ascending,197.65332
35.25,23.0,ascending,197.46999
35.25,23.25,ascending,198.525
35.25,23.5,ascending,210.04665
35.25,23.75,ascending,225.29
35.25,24.0,ascending,228.18666
35.25,24.25,ascending,221.76498
35.25,24.5,ascending,219.77998
35.25,24.75,ascending,222.06
35.25,25.0,ascending,223.88332
35.25,25.25,ascending,221.57332
35.25,25.5,ascending,216.68666
35.25,25.75,ascending,210.92334
35.25,26.0,ascending,204.57332
35.25,26.25,ascending,202.43
35.25,26.5,ascending,197.61
35.25,26.75,ascending,198.04
35.25,27.0,ascending,201.49333
35.25,27.25,ascending,198.82
35.25,27.5,ascending,195.435
35.25,27.75,ascending,193.245
35.25,28.0,ascending,192.125
35.25,28.25,ascending,191.506
35.25,28.5,ascending,191.15599
35.25,28.75,ascending,191.04399
35.25,29.0,ascending,190.96
35.25,29.25,ascending,190.88713
35.25,29.5,ascending,190.9475
35.25,36.25,ascending,277.775
35.25,36.5,ascending,278.81497
35.25,36.75,ascending,280.30667
35.25,37.0,ascending,282.07797
35.25,37.25,ascending,283.986
35.25,37.5,ascending,285.9475
35.25,37.75,ascending,287.976
35.25,38.0,ascending,289.38498
35.5,-13.0,ascending,198.418
35.5,-12.75,ascending,198.18437
35.5,-12.5,ascending,197.48688
35.5,-12.25,ascending,196.68
35.5,-12.0,ascending,195.66417
35.5,-11.75,ascending,194.85667
35.5,-11.5,ascending,194.23584
35.5,-11.25,ascending,193.79181
35.5,-11.0,ascending,193.50699
35.5,-10.75,ascending,193.48
35.5,-10.5,ascending,193.69778
35.5,-10.25,ascending,194.034
35.5,-10.0,ascending,194.624
35.5,-9.75,ascending,195.67
35.5,-9.5,ascending,197.26776
35.5,-9.25,ascending,199.10857
35.5,-9.0,ascending,201.15666
35.5,-8.75,ascending,203.19
35.5,-8.5,ascending,204.42778
35.5,-8.25,ascending,205.06
35.5,-8.0,ascending,205.51714
35.5,-7.75,ascending,206.20999
35.5,-7.5,ascending,205.77374
35.5,-7.25,ascending,205.64374
35.5,-7.0,ascending,205.7425
35.5,-6.75,ascending,206.12
35.5,-6.5,ascending,207.53285
35.5,-6.25,ascending,213.35999
35.5,-6.0,ascending,230.6225
