station,latitude,longitude,brightness_temp_19v,temperature
AMF_US-Bkg_BASE-BADM_4-1,44.35,-96.84,,269.075
AMF_US-Bo1_BASE-BADM_2-1,40.01,-88.29,,276.39
AMF_US-Bo2_BASE-BADM_2-1,40.01,-88.29,,271.16
AMF_US-Dk3_BASE-BADM_4-5,35.98,-79.09,,279.851
AMF_US-MMS_BASE-BADM_25-5,39.32,-86.41,,278.96
FLX_DE-Geb_FLUXNET2015_FULLSET_2001-2014_1-4,51.1,10.91,257.58155859375,266.315
