station,latitude,longitude,brightness_temp_19v,temperature
AMF_US-Bo1_BASE-BADM_2-1,40.01,-88.29,,286.695
AMF_US-Bo2_BASE-BADM_2-1,40.01,-88.29,,288.935
AMF_US-FPe_BASE-BADM_2-1,48.31,-105.1,,277.85
AMF_US-MMS_BASE-BADM_25-5,39.32,-86.41,,287.6
FLX_DE-Geb_FLUXNET2015_FULLSET_2001-2014_1-4,51.1,10.91,268.46153703125,280.905
