station,latitude,longitude,brightness_temp_19v,temperature
AMF_US-Bkg_BASE-BADM_4-1,44.35,-96.84,,272.53
AMF_US-Bo1_BASE-BADM_2-1,40.01,-88.29,,271.755
AMF_US-Bo2_BASE-BADM_2-1,40.01,-88.29,,269.645
AMF_US-Dk3_BASE-BADM_4-5,35.98,-79.09,,281.342
AMF_US-FPe_BASE-BADM_2-1,48.31,-105.1,,272.995
FLX_DE-Hai_FLUXNET2015_FULLSET_2000-2012_1-4,51.08,10.45,261.35270847826087,273.6
FLX_IT-Col_FLUXNET2015_FULLSET_1996-2014_1-4,41.85,13.59,240.8514996875,273.589
