station,latitude,longitude,brightness_temp_19v,temperature
AMF_US-Aud_BASE-BADM_4-1,31.59,-110.51,,294.585
AMF_US-Blk_BASE-BADM_2-1,44.16,-103.65,,278.69
AMF_US-Bo1_BASE-BADM_2-1,40.01,-88.29,,291.79
AMF_US-FPe_BASE-BADM_2-1,48.31,-105.1,,288.33
AMF_US-MMS_BASE-BADM_25-5,39.32,-86.41,,293.25
AMF_US-MOz_BASE-BADM_11-5,38.7,-92.2,,290.619
FLX_DE-Geb_FLUXNET2015_FULLSET_2001-2014_1-4,51.1,10.91,274.49674625,289.48
FLX_DE-Hai_FLUXNET2015_FULLSET_2000-2012_1-4,51.08,10.45,274.93331453125,288.345
