latitude,longitude,pass_type,brightness_temp_37v
35.25,-9.5,descending,212.105
35.25,-9.25,descending,212.00713
35.25,-9.0,descending,211.89166
35.25,-8.75,descending,211.76799
35.25,-8.5,descending,211.724
35.25,-8.25,descending,211.682
35.25,-8.0,descending,211.58249
35.25,-7.75,descending,211.44331
35.25,-7.5,descending,211.29999
35.25,-7.25,descending,211.1225
35.25,-7.0,descending,211.04
35.25,-6.75,descending,211.435
35.25,-6.5,descending,214.68001
35.25,-6.25,descending,227.18333
35.25,-6.0,descending,246.915
35.25,-5.75,descending,269.95667
35.25,-5.5,descending,274.155
35.25,-5.25,descending,269.49
35.25,-5.0,descending,263.52
35.25,-4.75,descending,250.43666
35.25,-4.5,descending,244.515
35.25,-4.25,descending,242.50665
35.25,-4.0,descending,245.69331
35.25,-3.75,descending,250.39665
35.25,-3.5,descending,247.995
35.25,-3.25,descending,249.93333
35.25,-3.0,descending,249.98
35.25,-2.75,descending,242.75
35.25,-2.5,descending,238.27333
35.25,-2.25,descending,236.01498
35.25,-2.0,descending,237.72664
35.25,-1.75,descending,243.36499
35.25,-1.5,descending,256.81
35.25,-1.25,descending,267.09998
35.25,-1.0,descending,273.13333
35.25,-0.75,descending,274.015
35.25,-0.5,descending,274.805
35.25,-0.25,descending,275.835
35.25,0.0,descending,262.37
35.25,0.25,descending,275.91998
35.25,0.5,descending,275.6733
35.25,0.75,descending,275.065
35.25,1.0,descending,274.17
35.25,1.25,descending,273.405
35.25,1.5,descending,273.02332
35.25,1.75,descending,272.695
35.25,2.0,descending,273.11667
35.25,2.25,descending,274.03
35.25,2.5,descending,274.80667
35.25,2.75,descending,275.99
35.25,3.0,descending,276.38333
35.25,3.25,descending,274.955
35.25,3.5,descending,273.26
35.25,3.75,descending,274.49667
35.25,4.0,descending,276.145
35.25,4.25,descending,277.03665
35.25,4.5,descending,277.03497
35.25,4.75,descending,276.65
35.25,5.0,descending,277.8
35.25,5.25,descending,279.825
35.25,5.5,descending,279.33334
35.25,5.75,descending,278.51666
35.25,6.0,descending,278.57748
35.25,6.25,descending,278.67
35.25,6.5,descending,278.85248
35.25,6.75,descending,277.9925
35.25,7.0,descending,276.41748
35.25,7.25,descending,275.685
35.25,7.5,descending,275.882
35.25,7.75,descending,275.95667
35.25,8.0,descending,276.25168
35.25,8.25,descending,276.44666
35.25,8.5,descending,276.476
35.25,15.25,descending,217.09999
35.25,15.5,descending,216.86143
35.25,15.75,descending,216.27667
35.25,16.0,descending,215.43599
35.25,16.25,descending,214.5575
35.25,16.5,descending,213.94
35.25,16.75,descending,213.5575
35.25,17.0,descending,213.31
35.25,17.25,descending,213.17668
35.25,17.5,descending,213.16667
35.25,17.75,descending,213.27
35.25,18.0,descending,213.48999
35.25,18.25,descending,213.73332
35.25,18.5,descending,214.0125
35.25,18.75,descending,214.29
35.25,19.0,descending,214.49333
