latitude,longitude,pass_type,brightness_temp_37v
35.25,-8.0,descending,209.85
35.25,-7.75,descending,209.67857
35.25,-7.5,descending,209.34714
35.25,-7.25,descending,208.92
35.25,-7.0,descending,208.54599
35.25,-6.75,descending,208.73665
35.25,-6.5,descending,211.48
35.25,-6.25,descending,219.81
35.25,-6.0,descending,240.30333
35.25,-5.75,descending,263.14
35.25,-5.5,descending,269.15997
35.25,-5.25,descending,266.50333
35.25,-5.0,descending,259.72
35.25,-4.75,descending,249.98999
35.25,-4.5,descending,244.62
35.25,-4.25,descending,242.80333
35.25,-4.0,descending,243.98499
35.25,-3.75,descending,247.61333
35.25,-3.5,descending,245.08667
35.25,-3.25,descending,246.83499
35.25,-3.0,descending,247.11333
35.25,-2.75,descending,242.12666
35.25,-2.5,descending,234.83
35.25,-2.25,descending,233.17499
35.25,-2.0,descending,235.08667
35.25,-1.75,descending,240.91333
35.25,-1.5,descending,253.685
35.25,-1.25,descending,262.75668
35.25,-1.0,descending,267.29498
35.25,-0.75,descending,268.23
35.25,-0.5,descending,269.3
35.25,-0.25,descending,269.92334
35.25,0.0,descending,270.18
35.25,0.25,descending,269.87
35.25,0.5,descending,268.79498
35.25,0.75,descending,268.08334
35.25,1.0,descending,267.235
35.25,1.25,descending,266.33
35.25,1.5,descending,265.465
35.25,1.75,descending,265.30002
35.25,2.0,descending,265.565
35.25,2.25,descending,266.34665
35.25,2.5,descending,266.97
35.25,2.75,descending,267.15332
35.25,3.0,descending,267.71997
35.25,3.25,descending,267.64
35.25,3.5,descending,266.56
35.25,3.75,descending,266.83002
35.25,4.0,descending,267.2333
35.25,4.25,descending,267.68665
35.25,4.5,descending,268.09
35.25,4.75,descending,268.30667
35.25,5.0,descending,269.59332
35.25,5.25,descending,270.5
35.25,5.5,descending,269.585
35.25,5.75,descending,268.86667
35.25,6.0,descending,268.67667
35.25,6.25,descending,268.78998
35.25,6.5,descending,269.43332
35.25,6.75,descending,269.71
35.25,7.0,descending,269.1375
35.25,7.25,descending,268.98666
35.25,7.5,descending,269.226
35.25,7.75,descending,269.53665
35.25,8.0,descending,270.3775
35.25,8.25,descending,271.5075
