date,a,b,r2,rmse,n_points
20050101,-0.426982506934344,388.27609329548864,0.9760045875555974,0.4409931073214533,3
20050102,-0.1887992385899442,327.0894917661228,0.6446042046534055,0.6718936189442112,3
20050103,-1.1883491903309098,585.6786403670853,1.0,5.684341886080804e-14,2
20050104,-3.458813011584931,1192.3016655153947,1.0,2.0097183471152322e-13,2
20050105,-0.2717373342861249,348.4268550610429,1.0,0.0,2
20050106,-0.7500287466091573,472.3894221413433,1.0,5.684341886080804e-14,2
20050107,0.1182274465530073,247.75723471466569,0.0469435014896343,3.9106729332788,3
20050108,0.1813117787184965,229.10562438796484,1.0,0.0,2
20050109,-0.6140006146273982,437.4581335302484,0.9885584632497676,0.2862898499834724,3
20050110,-0.1297899066445816,310.7007220111182,1.0,0.0,2
20050113,-0.5346844610173684,415.86847428131375,0.9458047410285886,0.7283776147944196,3
20050114,-0.6379699999415482,441.3266133307883,0.944930365158615,0.7274278849661489,4
20050116,-0.8352722219322066,489.5907037639695,0.8539854660560501,1.628758331759092,3
20050117,13.087609359509226,-3146.271861868476,1.0,1.657256204579568e-13,2
20050118,0.0043109675606782,274.57904133902423,0.0001020265557152,3.658167406237274,4
20050119,-1.7094645303693268,720.0093680968953,1.0,5.684341886080804e-14,2
20050120,0.0275894505921181,267.0955979458085,1.0,0.0,2
20050122,-0.6192279751474445,435.0417336046282,1.0,4.0194366942304644e-14,2
20050124,-0.3240779998995708,358.3516291776947,0.2419589291153421,1.7765505796124037,3
20050125,0.0325805569893525,265.9217743229668,1.0,5.684341886080804e-14,2
20050126,-0.0439376649869978,286.5465946061529,0.0138460852448187,1.9022438316286685,3
20050127,-0.4074974500370007,377.91712944351343,0.8832460175906203,0.8634550412181914,3
20050128,7.110259910308282,-1554.5702144917743,1.0,8.987733679556356e-14,2
20050129,-0.8243021305769562,484.5064871417277,0.9484723024386637,0.7105725327571029,3
20050130,-0.1527295698019357,311.5489293266532,1.0,0.0,2
20050201,5.23234899767919,-1094.7994922989096,1.0,8.987733679556356e-14,2
20050202,0.0126073268221446,270.8025881811824,1.0,0.0,2
20050203,0.048685644017313,263.88664678389296,0.0183292719348761,3.0140776853179347,3
20050204,1.0466968035309865,2.281024939752683,1.0,0.0,2
20050205,-0.052882062299386,288.828147474234,0.0158605169483664,2.418178331474639,3
20050206,-0.5495437463547352,407.37968324077167,0.9658364034343035,0.8346850564047494,3
20050209,15.230550967511729,-3619.822155762999,1.0,2.92619408270042e-13,2
20050210,0.6580670711196209,114.37756701982852,1.0,0.0,2
20050212,0.0725672578966899,256.0945250722421,0.0506515869171246,2.0730681945576723,4
20050214,-0.4726029014440571,396.24383130858615,0.9907613734160462,0.3233254879475333,3
20050215,-0.919749162058791,511.4194373855196,1.0,8.987733679556356e-14,2
20050216,-0.6034492790406065,426.4827941160789,1.0,5.684341886080804e-14,2
20050218,-1.1080018594465322,547.0668338699915,1.0,0.0,2
20050219,-0.0440818183982455,284.4739804299031,0.4106778786751252,0.3967234215160541,3
20050220,0.8976692704912613,38.5017042298214,1.0,0.0,2
20050221,-0.0020741591748347,274.2398560903729,1.0,0.0,2
20050222,-0.1705354548794087,318.0641764486411,0.6154529693490606,1.4408331012013156,4
20050223,-8.09706165223613,2365.884606228775,1.0,4.0194366942304644e-14,2
20050224,-0.3565004494959663,364.7954890021563,0.9046089408545356,0.6121670894501915,3
20050225,-0.37458917776202,367.6743087115887,0.8147310792572762,1.0115111564902126,3
20050227,-0.0302850558702984,281.1309425167965,0.2069592411346988,0.3216603555615073,3
20050228,-8.196330905578934,2335.4375346327147,1.0,1.449228509952941e-13,2
20050301,0.0018503427050205,273.2016239248893,1.0,0.0,2
20050303,0.1102524188613822,247.76111850900315,0.2376056158749715,1.4918865229900002,4
20050304,3.7073864792417135,-678.2879529064635,1.0,0.0,2
20050305,3.1349364221294875,-528.2929121156405,1.0,1.1368683772161605e-13,2
20050306,-74.42472057855572,19191.16740433645,1.0,1.1196854986560656e-12,2
20050307,0.0012223447566893,273.3123051489618,1.0,0.0,2
20050309,-0.2728396894864336,345.81769382769056,0.9838864319047256,0.2511386362388875,3
20050310,-0.1713469791038966,317.87347609177016,0.4870485129780059,1.6959990342779891,5
20050312,-0.0344553506223304,282.03229166231165,1.0,5.684341886080804e-14,2
20050313,-0.0483438241254807,285.6206875392431,1.0,5.684341886080804e-14,2
20050314,0.0009363122657818,273.3593906967077,1.0,0.0,2
20050315,-0.1282811242730918,307.9211856233166,0.0700020202721014,2.8394664543457235,3
20050316,0.0669764783463642,257.1568931343302,0.2187994677863588,1.0195673993410383,3
20050317,0.1184505291120713,245.8855911514924,0.0899142062146095,3.2599939027092444,4
20050319,1.3570707920716316,-63.22103609579296,1.0,0.0,2
20050320,0.0692383464352784,255.727050895206,1.0,0.0,2
20050321,-2.073212371468591,816.5792833734434,1.0,5.684341886080804e-14,2
20050323,-0.3602633585432224,375.5068405038894,1.0,5.684341886080804e-14,2
20050325,3.3343552233330764,-587.6140946464149,1.0,8.987733679556356e-14,2
20050328,-0.22708411236324,341.1976185686501,0.9909281407807616,0.1488145732007409,3
20050329,-0.380433864047992,381.75654036254457,0.7901320114305047,0.5702274877854673,3
20050402,-0.0993279756373583,298.2967853744844,1.0,0.0,2
20050403,7.2708407689774575,-1649.7153484513992,1.0,2.3437142008433856e-13,2
20050404,-1.1506355907067902,581.4677030496414,1.0,5.684341886080804e-14,2
20050405,-4.137811940159966,1345.0796118305332,1.0,8.03887338846093e-14,2
20050408,-0.2899043091822092,357.2352933538141,0.995869891345622,0.1377442077282527,3
20050409,0.5115742645791079,144.12641875043005,0.1608043640036871,3.262420071969752,3
20050410,-3.8845391988706712,1288.0695051615955,1.0,1.7053025658242404e-13,2
20050411,-0.1755600287091299,324.30518700454456,1.0,0.0,2
20050412,-0.5190274223822788,416.1207987429815,0.930042415127596,0.5139152915632496,3
20050413,-0.3025394690770977,360.6749028989104,1.0,5.684341886080804e-14,2
